	path4	path6	collector	len4	len6
251	[251, 6939, 25152]	[251, 12389, 196709, 8226, 51090, 25152]	New York (NY), USA	3.0	6.0
286	[286, 1136, 25152]	[286, 1103, 25152]	LINX, London	3.0	3.0
680	[680, 25152]	[680, 6939, 25152]	Frankfurt, Germany	2.0	3.0
1836	[1836, 25152]	[1836, 6830, 42473, 25152]	RIPE NCC, Amsterdam	2.0	4.0
1916	[1916, 19151, 25152]	[1916, 6939, 25152]	Sao Paulo, Brazil	3.0	3.0
2497	[2497, 25152]	[2497, 2914, 25152]	Palo Alto, USA	2.0	3.0
3257	[3257, 13237, 25152]	[3257, 1103, 25152]	Frankfurt, Germany	3.0	3.0
4589	[4589, 5459, 25152]	[4589, 25152]	Frankfurt, Germany	3.0	2.0
8447	[8447, 25152]	[8447, 6939, 25152]	VIX, Vienna	2.0	3.0
9002	[9002, 49505, 25152]	[9002, 35254, 5538, 25152]	Moscow, Russia	3.0	4.0
13030	[13030, 6939, 25152]	[13030, 12389, 196709, 8226, 51090, 25152]	New York (NY), USA	3.0	6.0
14061	[14061, 23148, 25152]	[14061, 6939, 25152]	Palo Alto, USA	3.0	3.0
14840	[14840, 6939, 25152]	[14840, 18881, 3549, 6762, 25152]	Sao Paulo, Brazil	3.0	5.0
20640	[20640, 13237, 25152]	[20640, 1273, 25152]	Frankfurt, Germany	3.0	3.0
22652	[22652, 23148, 25152]	[22652, 6939, 25152]	RIPE NCC, Amsterdam	3.0	3.0
29608	[29608, 23148, 25152]	[29608, 6939, 25152]	RIPE NCC, Amsterdam	3.0	3.0
29611	[29611, 6939, 25152]	[29611, 25152]	LINX, London	3.0	2.0
29636	[29636, 6939, 25152]	[29636, 12859, 25152]	LINX, London	3.0	3.0
29686	[29686, 6461, 25152]	[29686, 42473, 25152]	Frankfurt, Germany	3.0	3.0
50304	[50304, 6939, 25152]	[50304, 25152]	RIPE NCC, Amsterdam	3.0	2.0
52720	[52720, 23148, 25152]	[52720, 6939, 25152]	Sao Paulo, Brazil	3.0	3.0
52888	[52888, 1916, 19151, 25152]	[52888, 1916, 6939, 25152]	Sao Paulo, Brazil	4.0	4.0
62567	[62567, 23148, 25152]	[62567, 6939, 25152]	New York (NY), USA	3.0	3.0
