55.7505,37.6175
55.7515,37.6175
55.6505,37.5685
55.7675,37.5895
55.6585,37.5405
55.6215,37.6215
55.7605,37.7015
55.7485,37.6205
55.7795,37.4915
55.7475,37.6185
55.7685,37.6395
55.7505,37.7895
55.7515,37.6205
55.8075,37.7115
55.7495,37.6195
55.6575,37.7705
55.7415,37.6705
55.6785,37.5905
55.6175,37.7515
55.7515,37.6215
55.6795,37.6295
55.8485,37.6775
55.8285,37.5815
55.6675,37.5085
55.8115,37.5615
55.7395,37.7175
55.6615,37.6515
55.7585,37.4175
55.7675,37.7195
55.6885,37.5405
55.6175,37.7495
55.6515,37.6295
55.7475,37.6775
55.7495,37.6175
55.8005,37.5775
55.8395,37.4295
55.7375,37.8205
55.7475,37.7915
55.6595,37.5415
55.7595,37.5695
55.7495,37.6205
55.6175,37.6605
55.7385,37.6885
55.7475,37.6215
55.7575,37.6215
55.8085,37.4995
55.8895,37.5895
55.7795,37.4995
55.8795,37.5905
55.7395,37.6615
55.7585,37.6175
55.7575,37.6185
55.8015,37.5475
55.6385,37.3415
55.8685,37.5905
55.7505,37.6175
55.7495,37.6185
55.8005,37.5615
55.7715,37.7075
55.7995,37.5705
55.7685,37.6785
55.7515,37.6185
55.6275,37.6175
55.6505,37.7485
55.7515,37.6215
55.7595,37.6205
55.7085,37.5895
55.6205,37.6095
55.7415,37.4985
55.7495,37.6475
55.6695,37.6005
55.7295,37.6185
55.7505,37.5415
55.7595,37.3785
55.6685,37.7615
55.7785,37.7195
55.6785,37.7205
55.7515,37.7705
55.7085,37.5775
55.7575,37.6195
55.6805,37.7085
55.8595,37.6575
55.7585,37.6185
55.7605,37.6195
55.8695,37.6885
55.6515,37.5505
55.8575,37.5675
55.8675,37.5975
55.8005,37.5275
55.7405,37.6375
55.7495,37.6215
55.7405,37.6215
55.7315,37.5885
55.7675,37.5705
55.7795,37.4895
55.7085,37.6605
55.8475,37.6715
55.8075,37.4695
55.7495,37.6175
55.7805,37.5275
55.7205,37.7505
55.8205,37.6205
55.6895,37.6575
55.8695,37.5415
55.6275,37.7475
55.7795,37.5295
55.7515,37.6195
55.8705,37.5375
55.6495,37.7485
55.8115,37.5475
55.7805,37.5375
55.7385,37.6905
55.8505,37.5405
55.8685,37.6085
55.7475,37.5695
55.8485,37.6415
55.7615,37.6185
55.8475,37.6385
55.8715,37.5905
55.7575,37.6215
48.8705,2.3095
48.8195,2.3605
48.8515,2.3015
48.8275,2.3605
48.8285,2.3295
48.8615,2.3805
48.8585,2.3775
48.8715,2.3785
48.8615,2.3475
48.8315,2.3215
48.8385,2.3575
48.8675,2.2895
48.8315,2.3995
48.8605,2.3515
48.8215,2.3395
48.8675,2.3175
48.8915,2.3415
48.8395,2.4395
48.8605,2.3475
48.8005,2.1405
48.8615,2.3805
48.8785,2.3615
48.8615,2.3805
48.8515,2.3705
48.8285,2.3595
48.8815,2.3505
48.8705,2.3275
48.8595,2.3515
48.8885,2.3605
48.8275,2.3285
48.8705,2.3415
48.8575,2.3495
48.8605,2.3515
48.8275,2.3495
48.8915,2.3375
48.8415,2.2875
48.8715,2.3305
48.8515,2.3415
48.8695,2.3585
48.8585,2.3805
48.8615,2.3475
48.8595,2.3505
48.8595,2.3475
48.8775,2.3615
48.8675,2.3215
48.8385,2.3185
48.8615,2.3785
48.8575,2.3605
48.8275,2.3495
48.8785,2.3505
48.8605,2.3495
48.8715,2.3115
48.8505,2.3205
48.8615,2.3905
48.8575,2.3805
48.8995,2.3515
48.8705,2.3615
48.8595,2.3505
48.8505,2.2795
48.8405,2.2875
48.8615,2.3475
48.8905,2.3495
48.8215,2.3315
48.8895,2.3505
48.8585,2.3815
48.8595,2.3815
48.8595,2.3495
48.8515,2.3775
48.8815,2.3495
48.8575,2.3505
48.8715,2.2875
48.8775,2.3175
48.8375,2.3185
48.8295,2.2995
48.8185,2.3405
48.8615,2.3815
48.8585,2.3775
48.8295,2.3795
48.8395,2.3185
48.8615,2.3775
48.8675,2.2985
48.8315,2.3285
48.8915,2.3485
46.1975,6.1385
46.2005,6.1315
46.2015,6.1295
46.1995,6.1375
46.1995,6.1485
46.1995,6.1475
46.2015,6.1285
46.2085,6.0995
46.1685,6.1185
47.2595,8.6795
47.4205,8.5585
47.4285,8.5595
47.2595,8.8015
47.5085,8.5895
47.3785,8.5005
47.3915,8.5185
47.3695,8.5375
47.3795,8.5475
47.3595,8.5615
47.3675,8.5375
47.4215,8.5515
47.3915,8.5195
47.3805,8.5005
47.3915,8.5275
47.3885,8.5075
47.4015,8.5485
47.3695,8.5205
47.3785,8.4985
47.3905,8.5185
47.3985,8.5785
47.3795,8.4975
47.3805,8.5205
47.3575,8.5295
47.3815,8.4985
47.4175,8.5105
47.3695,8.5485
47.3605,8.5195
47.4975,8.3705
47.4995,8.7195
47.3685,8.5295
47.4215,8.5985
47.4175,8.4005
47.5685,8.4815
47.4205,8.4985
47.4515,8.5375
47.5085,8.7215
47.3775,8.4985
47.4285,8.5585
47.4195,8.5085
47.3775,8.6595
47.4175,8.5005
47.3775,8.4995
47.5695,8.4785
47.5705,8.4785
47.4885,8.5495
47.3715,8.5415
47.3585,8.6315
47.4795,8.5015
47.3875,8.5195
47.3775,8.4985
47.3485,8.7075
47.4075,8.4775
47.4515,8.5415
47.2585,8.5985
47.4295,8.5595
47.3715,8.5305
47.4095,8.5485
47.3785,8.5495
47.3785,8.5385
47.5685,8.4795
47.4095,8.5495
47.3785,8.5495
47.5005,8.7395
47.4275,8.5615
