	collector	path4	path6	len4	len6
1103	AMS-IX and NL-IX, Amsterdam	[1103, 20965, 2602, 26415]	[1103, 7342, 36623, 26415]	4.0	4.0
1280	Palo Alto, USA	[1280, 7342, 36618]	[1280, 3356, 36616]	3.0	3.0
1299	LINX, London	[1299, 16150, 26415]	[1299, 10026, 36630, 26415]	3.0	4.0
1836	RIPE NCC, Amsterdam	[1836, 7342, 36618]	[1836, 6939, 7342, 36622, 26415]	3.0	5.0
1853	VIX, Vienna	[1853, 2852, 26415]	[1853, 3356, 36616]	3.0	3.0
1916	Sao Paulo, Brazil	[1916, 27750, 20965, 2602, 26415]	[1916, 20080, 11537, 11164, 7342, 36619, 26415]	5.0	7.0
2497	Palo Alto, USA	[2497, 7342, 36618]	[2497, 3356, 36616]	3.0	3.0
3257	New York (NY), USA	[3257, 30827, 26415]	[3257, 10026, 36630, 26415]	3.0	4.0
5396	Milan, Italy	[5396, 6453, 26415]	[5396, 6939, 7342, 36622, 26415]	3.0	5.0
6667	Stockholm, Sweden	[6667, 7342, 36618]	[6667, 6939, 7342, 36623, 26415]	3.0	5.0
6762	Palo Alto, USA	[6762, 10026, 26415]	[6762, 3356, 36616]	3.0	3.0
6881	RIPE NCC, Amsterdam	[6881, 26415]	[6881, 6939, 7342, 36622, 26415]	2.0	5.0
7575	Palo Alto, USA	[7575, 24115, 26415]	[7575, 6939, 7342, 36624, 26415]	3.0	5.0
8447	VIX, Vienna	[8447, 7342, 36618]	[8447, 6939, 7342, 36622, 26415]	3.0	5.0
8596	VIX, Vienna	[8596, 35254, 26415]	[8596, 6939, 7342, 36622, 26415]	3.0	5.0
8607	LINX, London	[8607, 30827, 26415]	[8607, 6939, 7342, 36625, 26415]	3.0	5.0
8758	RIPE NCC, Amsterdam	[8758, 3356, 2107, 26415]	[8758, 6939, 7342, 36622, 26415]	4.0	5.0
9002	Moscow, Russia	[9002, 26415]	[9002, 3356, 36616]	2.0	3.0
12637	Milan, Italy	[12637, 7342, 36618]	[12637, 6939, 7342, 36622, 26415]	3.0	5.0
12779	Milan, Italy	[12779, 8928, 8308, 26415]	[12779, 6939, 7342, 36622, 26415]	4.0	5.0
12859	AMS-IX and NL-IX, Amsterdam	[12859, 7342, 36618]	[12859, 7342, 36623, 26415]	3.0	4.0
12989	AMS-IX and NL-IX, Amsterdam	[12989, 7342, 36618]	[12989, 7342, 36623, 26415]	3.0	4.0
13030	New York (NY), USA	[13030, 7342, 36618]	[13030, 7342, 36619, 26415]	3.0	4.0
14840	Sao Paulo, Brazil	[14840, 18881, 12956, 7342, 36618]	[14840, 18881, 3549, 36627]	5.0	4.0
15605	Milan, Italy	[15605, 1267, 26415]	[15605, 174, 3356, 36616]	3.0	4.0
16735	Sao Paulo, Brazil	[16735, 16150, 26415]	[16735, 6939, 7342, 36621, 26415]	3.0	5.0
19151	Palo Alto, USA	[19151, 7342, 36618]	[19151, 26415, 36624]	3.0	3.0
22652	RIPE NCC, Amsterdam	[22652, 6453, 26415]	[22652, 6939, 7342, 36619, 26415]	3.0	5.0
25091	CIXP, Geneva	[25091, 26415]	[25091, 6939, 7342, 36622, 26415]	2.0	5.0
28289	Sao Paulo, Brazil	[28289, 53131, 16735, 16150, 26415]	[28289, 53131, 16735, 6939, 7342, 36621, 26415]	5.0	7.0
28917	Moscow, Russia	[28917, 21156, 35254, 26415]	[28917, 6939, 7342, 36623, 26415]	4.0	5.0
29049	RIPE NCC, Amsterdam	[29049, 7342, 36618]	[29049, 3356, 36616]	3.0	3.0
29608	RIPE NCC, Amsterdam	[29608, 41364, 26415]	[29608, 6939, 7342, 36625, 26415]	3.0	5.0
29611	LINX, London	[29611, 7342, 36618]	[29611, 6939, 7342, 36625, 26415]	3.0	5.0
29636	LINX, London	[29636, 30827, 26415]	[29636, 6939, 7342, 36625, 26415]	3.0	5.0
30844	LINX, London	[30844, 7342, 36618]	[30844, 174, 3356, 36616]	3.0	4.0
31019	AMS-IX and NL-IX, Amsterdam	[31019, 7342, 36618]	[31019, 7342, 36623, 26415]	3.0	4.0
35369	VIX, Vienna	[35369, 8591, 29485, 26415]	[35369, 6939, 7342, 36622, 26415]	4.0	5.0
39912	VIX, Vienna	[39912, 26415]	[39912, 7342, 36622, 26415]	2.0	4.0
50300	RIPE NCC, Amsterdam	[50300, 7342, 36618]	[50300, 3356, 36616]	3.0	3.0
50304	RIPE NCC, Amsterdam	[50304, 35254, 26415]	[50304, 30071, 3356, 36616]	3.0	4.0
50763	AMS-IX and NL-IX, Amsterdam	[50763, 7342, 36618]	[50763, 7342, 36623, 26415]	3.0	4.0
56730	LINX, London	[56730, 30827, 26415]	[56730, 6939, 7342, 36625, 26415]	3.0	5.0
57381	RIPE NCC, Amsterdam	[57381, 42708, 7342, 36618]	[57381, 50304, 30071, 3356, 36616]	4.0	5.0
