	collector	path4	path6	len4	len6
286	LINX, London	[286, 6762, 8877, 26415]	[286, 702, 7342, 36623]	4.0	4.0
513	CIXP, Geneva	[513, 25091, 26415]	[513, 21320, 6939, 7342, 36623]	3.0	5.0
680	Frankfurt, Germany	[680, 25091, 26415]	[680, 3356, 36623]	3.0	3.0
1103	AMS-IX and NL-IX, Amsterdam	[1103, 20965, 2602, 26415]	[1103, 7342, 36623]	4.0	3.0
1836	SwissIX, Zurich	[1836, 25091, 26415]	[1836, 6939, 7342, 36623]	3.0	4.0
1853	VIX, Vienna	[1853, 2852, 26415]	[1853, 6939, 7342, 36623]	3.0	4.0
1916	Sao Paulo, Brazil	[1916, 2906, 26415]	[1916, 7342, 36621]	3.0	3.0
3252	Moscow, Russia	[3252, 26415]	[3252, 7342, 36623]	2.0	3.0
3257	Frankfurt, Germany	[3257, 8308, 26415]	[3257, 3491, 36626]	3.0	3.0
4589	Frankfurt, Germany	[4589, 26415]	[4589, 7342, 36617]	2.0	3.0
5396	Milan, Italy	[5396, 6762, 8877, 26415]	[5396, 6939, 7342, 36623]	4.0	4.0
6720	VIX, Vienna	[6720, 1853, 2852, 26415]	[6720, 1853, 6939, 7342, 36623]	4.0	5.0
6762	Palo Alto, USA	[6762, 8877, 26415]	[6762, 2914, 36624]	3.0	3.0
7575	Palo Alto, USA	[7575, 26415]	[7575, 2914, 36630]	2.0	3.0
8218	France-IX, Paris	[8218, 26415]	[8218, 7342, 36623]	2.0	3.0
8283	AMS-IX and NL-IX, Amsterdam	[8283, 25091, 26415]	[8283, 7342, 36623]	3.0	3.0
8426	France-IX, Paris	[8426, 13030, 31424, 20612, 26415]	[8426, 6939, 7342, 36623]	5.0	4.0
8596	VIX, Vienna	[8596, 7342, 36623]	[8596, 6939, 7342, 36623]	3.0	4.0
8758	SwissIX, Zurich	[8758, 20612, 26415]	[8758, 6939, 7342, 36623]	3.0	4.0
9002	Moscow, Russia	[9002, 16150, 26415]	[9002, 7342, 36623]	3.0	3.0
9189	Frankfurt, Germany	[9189, 6695, 7342, 36623]	[9189, 6939, 7342, 36623]	4.0	4.0
9304	New York (NY), USA	[9304, 4809, 45629, 55423, 26415]	[9304, 36630]	5.0	2.0
12637	Milan, Italy	[12637, 25091, 26415]	[12637, 7342, 36623]	3.0	3.0
12779	France-IX, Paris	[12779, 26415]	[12779, 7342, 36623]	2.0	3.0
13030	New York (NY), USA	[13030, 31424, 20612, 26415]	[13030, 7342, 36623]	4.0	3.0
13237	Frankfurt, Germany	[13237, 26415]	[13237, 7342, 36623]	2.0	3.0
14840	Sao Paulo, Brazil	[14840, 2906, 26415]	[14840, 6939, 7342, 36621]	3.0	4.0
15547	France-IX, Paris	[15547, 13030, 31424, 20612, 26415]	[15547, 6939, 7342, 36623]	5.0	4.0
15605	Milan, Italy	[15605, 174, 23114, 26415]	[15605, 12874, 7342, 36623]	4.0	4.0
16347	France-IX, Paris	[16347, 25091, 26415]	[16347, 7342, 36623]	3.0	3.0
16735	Sao Paulo, Brazil	[16735, 12989, 53131, 26415]	[16735, 7342, 36621]	4.0	3.0
20612	SwissIX, Zurich	[20612, 26415]	[20612, 9044, 7342, 36623]	2.0	4.0
20640	Frankfurt, Germany	[20640, 4766, 26415]	[20640, 6695, 7342, 36623]	3.0	4.0
20764	Moscow, Russia	[20764, 26415]	[20764, 7342, 36623]	2.0	3.0
20932	CIXP, Geneva	[20932, 26415]	[20932, 7342, 36623]	2.0	3.0
24482	France-IX, Paris	[24482, 26415]	[24482, 7342, 36623]	2.0	3.0
25091	France-IX, Paris	[25091, 26415]	[25091, 7342, 36623]	2.0	3.0
25152	Miami, USA	[25152, 23114, 26415]	[25152, 23148, 7342, 36621]	3.0	4.0
25160	LINX, London	[25160, 7342, 36623]	[25160, 6939, 7342, 36623]	3.0	4.0
28329	Sao Paulo, Brazil	[28329, 2906, 26415]	[28329, 6939, 7342, 36621]	3.0	4.0
28917	Moscow, Russia	[28917, 20764, 26415]	[28917, 7342, 36623]	3.0	3.0
29075	France-IX, Paris	[29075, 26415]	[29075, 7342, 36623]	2.0	3.0
29608	RIPE NCC, Amsterdam	[29608, 25091, 26415]	[29608, 6939, 7342, 36623]	3.0	4.0
29691	SwissIX, Zurich	[29691, 26415]	[29691, 6939, 7342, 36623]	2.0	4.0
30844	NAP Africa JB, Johannesburg	[30844, 26415]	[30844, 3491, 36626]	2.0	3.0
31122	France-IX, Paris	[31122, 25091, 26415]	[31122, 6939, 7342, 36623]	3.0	4.0
31424	SwissIX, Zurich	[31424, 20612, 26415]	[31424, 7342, 36623]	3.0	3.0
34019	France-IX, Paris	[34019, 26415]	[34019, 7342, 36623]	2.0	3.0
34288	SwissIX, Zurich	[34288, 26415]	[34288, 7342, 36623]	2.0	3.0
34781	SwissIX, Zurich	[34781, 25091, 26415]	[34781, 6939, 7342, 36623]	3.0	4.0
37271	NAP Africa JB, Johannesburg	[37271, 26415]	[37271, 6939, 7342, 36623]	2.0	4.0
41497	Milan, Italy	[41497, 174, 23114, 26415]	[41497, 6939, 7342, 36623]	4.0	4.0
47872	Stockholm, Sweden	[47872, 36616]	[47872, 7342, 36623]	2.0	3.0
48526	France-IX, Paris	[48526, 26415]	[48526, 7342, 36623]	2.0	3.0
49463	France-IX, Paris	[49463, 25091, 26415]	[49463, 6939, 7342, 36623]	3.0	4.0
49835	CATNIX, Barcelona	[49835, 26415]	[49835, 6939, 7342, 36623]	2.0	4.0
50304	RIPE NCC, Amsterdam	[50304, 12552, 16150, 26415]	[50304, 7342, 36623]	4.0	3.0
50620	France-IX, Paris	[50620, 36629]	[50620, 6939, 7342, 36623]	2.0	4.0
51185	Milan, Italy	[51185, 25091, 26415]	[51185, 7342, 36623]	3.0	3.0
51405	France-IX, Paris	[51405, 26415]	[51405, 6939, 7342, 36623]	2.0	4.0
52720	Sao Paulo, Brazil	[52720, 2906, 26415]	[52720, 6939, 7342, 36621]	3.0	4.0
52888	Sao Paulo, Brazil	[52888, 2906, 26415]	[52888, 6939, 7342, 36621]	3.0	4.0
53070	Sao Paulo, Brazil	[53070, 2906, 26415]	[53070, 6939, 7342, 36621]	3.0	4.0
56730	LINX, London	[56730, 25091, 26415]	[56730, 6939, 7342, 36623]	3.0	4.0
57118	SwissIX, Zurich	[57118, 26415]	[57118, 6939, 7342, 36623]	2.0	4.0
57381	RIPE NCC, Amsterdam	[57381, 42708, 26415]	[57381, 42708, 7342, 36623]	3.0	4.0
57821	RIPE NCC, Amsterdam	[57821, 12586, 31025, 7342, 36623]	[57821, 6939, 7342, 36623]	5.0	4.0
58308	France-IX, Paris	[58308, 36629]	[58308, 6939, 7342, 36623]	2.0	4.0
59689	France-IX, Paris	[59689, 25091, 26415]	[59689, 6939, 7342, 36623]	3.0	4.0
62567	New York (NY), USA	[62567, 12989, 53131, 26415]	[62567, 6939, 7342, 36617]	4.0	4.0
