	collector	path4	path6	len4	len6
251	Sao Paulo, Brazil	[251, 8167, 26415]	[251, 6939, 7342, 36628]	3.0	4.0
286	LINX, London	[286, 7738, 8167, 26415]	[286, 7342, 36623]	4.0	3.0
680	Frankfurt, Germany	[680, 16150, 26415]	[680, 3356, 36616]	3.0	3.0
1103	AMS-IX and NL-IX, Amsterdam	[1103, 20965, 2602, 26415]	[1103, 2914, 36616]	4.0	3.0
1280	Palo Alto, USA	[1280, 2914, 36628]	[1280, 2914, 36616]	3.0	3.0
1853	VIX, Vienna	[1853, 2852, 26415]	[1853, 3356, 36616]	3.0	3.0
2497	Palo Alto, USA	[2497, 7342, 36624]	[2497, 7342, 36618]	3.0	3.0
2914	Palo Alto, USA	[2914, 36628]	[2914, 36616]	2.0	2.0
3252	Moscow, Russia	[3252, 26415]	[3252, 7342, 36623]	2.0	3.0
3257	Frankfurt, Germany	[3257, 8308, 26415]	[3257, 3356, 36616]	3.0	3.0
4589	Frankfurt, Germany	[4589, 26415]	[4589, 2914, 36616]	2.0	3.0
5396	Milan, Italy	[5396, 6939, 271, 26415]	[5396, 6939, 7342, 36623]	4.0	4.0
6679	Moscow, Russia	[6679, 26415]	[6679, 20485, 3356, 36616]	2.0	4.0
6720	VIX, Vienna	[6720, 1853, 2852, 26415]	[6720, 1853, 3356, 36616]	4.0	4.0
6762	Palo Alto, USA	[6762, 10026, 26415]	[6762, 2914, 36616]	3.0	3.0
6881	RIPE NCC, Amsterdam	[6881, 26415]	[6881, 6939, 7342, 36623]	2.0	4.0
6939	Palo Alto, USA	[6939, 271, 26415]	[6939, 7342, 36618]	3.0	3.0
7575	Palo Alto, USA	[7575, 24115, 26415]	[7575, 6939, 7342, 36618]	3.0	4.0
8283	AMS-IX and NL-IX, Amsterdam	[8283, 2914, 36628]	[8283, 2914, 36616]	3.0	3.0
8447	VIX, Vienna	[8447, 16150, 26415]	[8447, 6939, 7342, 36623]	3.0	4.0
8596	VIX, Vienna	[8596, 48039, 31025, 7342, 36623]	[8596, 7342, 36623]	5.0	3.0
8607	LINX, London	[8607, 2828, 10026, 26415]	[8607, 6939, 7342, 36623]	4.0	4.0
8758	RIPE NCC, Amsterdam	[8758, 6939, 271, 26415]	[8758, 6939, 7342, 36623]	4.0	4.0
9002	Moscow, Russia	[9002, 16150, 26415]	[9002, 7342, 36623]	3.0	3.0
9189	Frankfurt, Germany	[9189, 6695, 8308, 26415]	[9189, 44953, 7342, 36623]	4.0	4.0
12637	Milan, Italy	[12637, 26415]	[12637, 7342, 36623]	2.0	3.0
12779	Milan, Italy	[12779, 26415]	[12779, 7342, 36623]	2.0	3.0
12859	AMS-IX and NL-IX, Amsterdam	[12859, 16150, 26415]	[12859, 7342, 36623]	3.0	3.0
13030	New York (NY), USA	[13030, 3491, 36626]	[13030, 2914, 36616]	3.0	3.0
13237	Frankfurt, Germany	[13237, 26415]	[13237, 7342, 36623]	2.0	3.0
14840	Sao Paulo, Brazil	[14840, 6939, 271, 26415]	[14840, 6939, 7342, 36621]	4.0	4.0
15605	Milan, Italy	[15605, 1267, 26415]	[15605, 12874, 7342, 36623]	3.0	4.0
16735	Sao Paulo, Brazil	[16735, 8167, 26415]	[16735, 7342, 36628]	3.0	3.0
19151	Palo Alto, USA	[19151, 7342, 36624]	[19151, 2914, 36616]	3.0	3.0
20640	Frankfurt, Germany	[20640, 6695, 8308, 26415]	[20640, 6695, 7342, 36623]	4.0	4.0
20932	CIXP, Geneva	[20932, 16150, 26415]	[20932, 7342, 36623]	3.0	3.0
22548	Sao Paulo, Brazil	[22548, 8167, 26415]	[22548, 16735, 7342, 36628]	3.0	4.0
22652	RIPE NCC, Amsterdam	[22652, 6939, 271, 26415]	[22652, 6939, 7342, 36628]	4.0	4.0
25091	Moscow, Russia	[25091, 26415]	[25091, 7342, 36623]	2.0	3.0
25152	Otemachi, Japan	[25152, 2914, 36626]	[25152, 2914, 36616]	3.0	3.0
