	collector	path4	path6	len4	len6
286	VIX, Vienna	[286, 6453, 26415]	[286, 6939, 26415]	3.0	3.0
513	CIXP, Geneva	[513, 3303, 29403, 26415]	[513, 6730, 3356, 26415]	4.0	4.0
559	CIXP, Geneva	[559, 20965, 2602, 26415]	[559, 6939, 26415]	4.0	3.0
1853	VIX, Vienna	[1853, 2852, 26415]	[1853, 3356, 26415]	3.0	3.0
1930	RIPE NCC, Amsterdam	[1930, 26415]	[1930, 20965, 1299, 3356, 26415]	2.0	5.0
2497	New York (NY), USA	[2497, 16150, 26415]	[2497, 6939, 26415]	3.0	3.0
2914	Frankfurt, Germany	[2914, 36623, 26415]	[2914, 6939, 26415]	3.0	3.0
3257	Frankfurt, Germany	[3257, 30827, 26415]	[3257, 6939, 26415]	3.0	3.0
4589	Frankfurt, Germany	[4589, 3327, 26415]	[4589, 6939, 26415]	3.0	3.0
6667	Stockholm, Sweden	[6667, 3327, 26415]	[6667, 6939, 26415]	3.0	3.0
6762	Frankfurt, Germany	[6762, 9498, 26415]	[6762, 6939, 26415]	3.0	3.0
6881	RIPE NCC, Amsterdam	[6881, 26415]	[6881, 15685, 29208, 6939, 26415]	2.0	5.0
8447	VIX, Vienna	[8447, 3327, 26415]	[8447, 6939, 26415]	3.0	3.0
8763	Frankfurt, Germany	[8763, 4766, 26415]	[8763, 6939, 26415]	3.0	3.0
9002	Moscow, Russia	[9002, 48268, 15685, 6881, 26415]	[9002, 6939, 26415]	5.0	3.0
12779	Milan, Italy	[12779, 41364, 26415]	[12779, 3356, 26415]	3.0	3.0
13030	New York (NY), USA	[13030, 26415]	[13030, 6175, 26415]	2.0	3.0
13237	Frankfurt, Germany	[13237, 3327, 26415]	[13237, 6939, 26415]	3.0	3.0
20640	Frankfurt, Germany	[20640, 3327, 26415]	[20640, 6939, 26415]	3.0	3.0
22548	Sao Paulo, Brazil	[22548, 8167, 26415]	[22548, 3549, 7018, 26415]	3.0	4.0
27319	New York (NY), USA	[27319, 8928, 41364, 26415]	[27319, 6939, 26415]	4.0	3.0
29449	Milan, Italy	[29449, 12779, 41364, 26415]	[29449, 30071, 7018, 26415]	4.0	4.0
29636	LINX, London	[29636, 36625, 26415]	[29636, 6939, 26415]	3.0	3.0
29686	Frankfurt, Germany	[29686, 3327, 26415]	[29686, 6939, 26415]	3.0	3.0
34695	Milan, Italy	[34695, 26415]	[34695, 12637, 30071, 7018, 26415]	2.0	5.0
196613	RIPE NCC, Amsterdam	[196613, 1125, 1103, 20965, 2602, 26415]	[196613, 1125, 1103, 6939, 26415]	6.0	5.0
