	collector	path4	path6	len4	len6
286	LINX, London	[286, 7342, 36618]	[286, 7342, 36632]	3.0	3.0
553	Frankfurt, Germany	[553, 8308, 26415]	[553, 6939, 7342, 36632]	3.0	4.0
680	Frankfurt, Germany	[680, 20965, 2602, 26415]	[680, 6939, 7342, 36632]	4.0	4.0
1103	AMS-IX and NL-IX, Amsterdam	[1103, 20965, 2602, 26415]	[1103, 6939, 7342, 36632]	4.0	4.0
1280	Palo Alto, USA	[1280, 7342, 36618]	[1280, 7342, 36632]	3.0	3.0
1299	LINX, London	[1299, 7342, 36618]	[1299, 10026, 36630, 26415]	3.0	4.0
1836	RIPE NCC, Amsterdam	[1836, 7342, 36618]	[1836, 6939, 7342, 36632]	3.0	4.0
1853	VIX, Vienna	[1853, 2852, 26415]	[1853, 6939, 7342, 36632]	3.0	4.0
2497	Palo Alto, USA	[2497, 7342, 36618]	[2497, 7342, 36632]	3.0	3.0
3257	Frankfurt, Germany	[3257, 41364, 26415]	[3257, 10026, 36630, 26415]	3.0	4.0
4589	Frankfurt, Germany	[4589, 26415]	[4589, 26415, 36632]	2.0	3.0
5396	Milan, Italy	[5396, 6453, 26415]	[5396, 6939, 7342, 36632]	3.0	4.0
6667	Stockholm, Sweden	[6667, 7342, 36618]	[6667, 6939, 7342, 36632]	3.0	4.0
6762	Palo Alto, USA	[6762, 10026, 26415]	[6762, 6939, 7342, 36632]	3.0	4.0
6881	RIPE NCC, Amsterdam	[6881, 26415]	[6881, 6939, 7342, 36632]	2.0	4.0
7575	Palo Alto, USA	[7575, 26415]	[7575, 6939, 7342, 36632]	2.0	4.0
8447	VIX, Vienna	[8447, 7342, 36618]	[8447, 1299, 10026, 36630, 26415]	3.0	5.0
8596	VIX, Vienna	[8596, 8308, 26415]	[8596, 6939, 7342, 36632]	3.0	4.0
8607	LINX, London	[8607, 30827, 26415]	[8607, 6939, 7342, 36632]	3.0	4.0
8758	RIPE NCC, Amsterdam	[8758, 3356, 2107, 26415]	[8758, 6939, 7342, 36632]	4.0	4.0
9002	Moscow, Russia	[9002, 26415]	[9002, 6939, 7342, 36632]	2.0	4.0
9189	Frankfurt, Germany	[9189, 6695, 8308, 26415]	[9189, 6695, 6939, 7342, 36632]	4.0	5.0
12637	Milan, Italy	[12637, 7342, 36618]	[12637, 6939, 7342, 36632]	3.0	4.0
12779	Milan, Italy	[12779, 8928, 8308, 26415]	[12779, 6939, 7342, 36632]	4.0	4.0
12859	AMS-IX and NL-IX, Amsterdam	[12859, 7342, 36618]	[12859, 7342, 36632]	3.0	3.0
12989	AMS-IX and NL-IX, Amsterdam	[12989, 7342, 36618]	[12989, 7342, 36632]	3.0	3.0
13030	New York (NY), USA	[13030, 7342, 36618]	[13030, 7342, 36632]	3.0	3.0
13237	Frankfurt, Germany	[13237, 26415]	[13237, 6939, 7342, 36632]	2.0	4.0
15469	RIPE NCC, Amsterdam	[15469, 6762, 10026, 26415]	[15469, 6939, 7342, 36632]	4.0	4.0
19151	Palo Alto, USA	[19151, 7342, 36618]	[19151, 26415, 36632]	3.0	3.0
20640	Frankfurt, Germany	[20640, 15606, 8308, 26415]	[20640, 6939, 7342, 36632]	4.0	4.0
22652	RIPE NCC, Amsterdam	[22652, 6453, 26415]	[22652, 6939, 7342, 36632]	3.0	4.0
28917	Moscow, Russia	[28917, 21156, 35254, 26415]	[28917, 6939, 7342, 36632]	4.0	4.0
29049	RIPE NCC, Amsterdam	[29049, 20485, 26415]	[29049, 1273, 7342, 36632]	3.0	4.0
29140	Frankfurt, Germany	[29140, 8308, 26415]	[29140, 6939, 7342, 36632]	3.0	4.0
29608	RIPE NCC, Amsterdam	[29608, 3356, 2107, 26415]	[29608, 6939, 7342, 36632]	4.0	4.0
29636	LINX, London	[29636, 7342, 36618]	[29636, 6939, 7342, 36632]	3.0	4.0
29686	Frankfurt, Germany	[29686, 8308, 26415]	[29686, 6939, 7342, 36632]	3.0	4.0
30844	LINX, London	[30844, 7342, 36618]	[30844, 6939, 7342, 36632]	3.0	4.0
31019	AMS-IX and NL-IX, Amsterdam	[31019, 7342, 36618]	[31019, 7342, 36632]	3.0	3.0
34288	Frankfurt, Germany	[34288, 9002, 26415]	[34288, 7342, 36632]	3.0	3.0
34695	Milan, Italy	[34695, 26415]	[34695, 6939, 7342, 36632]	2.0	4.0
35369	VIX, Vienna	[35369, 8218, 7342, 36618]	[35369, 6939, 7342, 36632]	4.0	4.0
39912	VIX, Vienna	[39912, 2107, 26415]	[39912, 7342, 36632]	3.0	3.0
50304	RIPE NCC, Amsterdam	[50304, 35254, 26415]	[50304, 6939, 7342, 36632]	3.0	4.0
50763	AMS-IX and NL-IX, Amsterdam	[50763, 7342, 36618]	[50763, 7342, 36632]	3.0	3.0
57381	RIPE NCC, Amsterdam	[57381, 42708, 7342, 36618]	[57381, 42708, 7342, 36632]	4.0	4.0
