	collector	path4	path6	len4	len6
286	VIX, Vienna	[286, 24730, 36623, 26415]	[286, 6939, 26415]	4.0	3.0
513	CIXP, Geneva	[513, 3303, 29403, 26415]	[513, 11537, 10886, 3257, 26415]	4.0	5.0
559	CIXP, Geneva	[559, 3303, 29403, 26415]	[559, 3356, 26415]	4.0	3.0
1103	AMS-IX and NL-IX, Amsterdam	[1103, 20965, 2603, 8674, 26415]	[1103, 6939, 26415]	5.0	3.0
1280	Palo Alto, USA	[1280, 15412, 23148, 26415]	[1280, 6939, 26415]	4.0	3.0
1853	VIX, Vienna	[1853, 20965, 2603, 8674, 26415]	[1853, 3356, 26415]	5.0	3.0
1916	Sao Paulo, Brazil	[1916, 27750, 20965, 2603, 8674, 26415]	[1916, 3549, 3356, 26415]	6.0	4.0
1930	RIPE NCC, Amsterdam	[1930, 174, 24730, 36623, 26415]	[1930, 20965, 3356, 26415]	5.0	4.0
2497	Palo Alto, USA	[2497, 6453, 26415]	[2497, 3257, 26415]	3.0	3.0
2914	Palo Alto, USA	[2914, 4766, 26415]	[2914, 6939, 26415]	3.0	3.0
3257	New York (NY), USA	[3257, 23148, 26415]	[3257, 26415]	3.0	2.0
4589	Frankfurt, Germany	[4589, 4766, 26415]	[4589, 3257, 26415]	3.0	3.0
6667	Stockholm, Sweden	[6667, 8674, 26415]	[6667, 3257, 26415]	3.0	3.0
6762	Palo Alto, USA	[6762, 8167, 26415]	[6762, 6939, 26415]	3.0	3.0
6939	Palo Alto, USA	[6939, 23148, 26415]	[6939, 26415]	3.0	2.0
7575	Palo Alto, USA	[7575, 20965, 2603, 8674, 26415]	[7575, 6939, 26415]	5.0	3.0
8447	VIX, Vienna	[8447, 36623, 26415]	[8447, 3356, 26415]	3.0	3.0
12779	Milan, Italy	[12779, 174, 24730, 36623, 26415]	[12779, 3257, 26415]	5.0	3.0
12859	AMS-IX and NL-IX, Amsterdam	[12859, 36625, 26415]	[12859, 3257, 26415]	3.0	3.0
13237	Frankfurt, Germany	[13237, 4766, 26415]	[13237, 6939, 26415]	3.0	3.0
20640	Frankfurt, Germany	[20640, 4766, 26415]	[20640, 3257, 26415]	3.0	3.0
24875	AMS-IX and NL-IX, Amsterdam	[24875, 36623, 26415]	[24875, 6939, 26415]	3.0	3.0
29449	Milan, Italy	[29449, 3269, 3303, 29403, 26415]	[29449, 5602, 3257, 26415]	5.0	4.0
29636	LINX, London	[29636, 6939, 23148, 26415]	[29636, 6939, 26415]	4.0	3.0
29686	Frankfurt, Germany	[29686, 36623, 26415]	[29686, 6939, 26415]	3.0	3.0
30132	AMS-IX and NL-IX, Amsterdam	[30132, 6453, 26415]	[30132, 6939, 26415]	3.0	3.0
34225	RIPE NCC, Amsterdam	[34225, 41692, 36622, 26415]	[34225, 41692, 6939, 26415]	4.0	4.0
