	path4	collector	path6	len4	len6
3257	[3257, 30132, 3557]	Frankfurt, Germany	[3257, 1280]	3.0	2.0
6762	[6762, 33081, 3557]	LINX, London	[6762, 1280]	3.0	2.0
8447	[8447, 30132]	VIX, Vienna	[8447, 6939, 33071, 3557]	2.0	4.0
13237	[13237, 30128, 3557]	Frankfurt, Germany	[13237, 30132, 3557]	3.0	3.0
29636	[29636, 39326, 33073, 3557]	LINX, London	[29636, 6939, 33071, 3557]	4.0	4.0
