	path4	collector	path6	len4	len6
2497	[2497, 1280, 3557]	Palo Alto, USA	[2497, 3257, 27319, 3557]	3.0	4.0
2857	[2857, 174, 1280, 3557]	Frankfurt, Germany	[2857, 8365, 35244, 30128, 3557]	4.0	5.0
6762	[6762, 174, 1280, 3557]	Palo Alto, USA	[6762, 6175, 2497, 3257, 27319, 3557]	4.0	6.0
8447	[8447, 174, 1280, 3557]	VIX, Vienna	[8447, 20640, 6453, 30126, 3557]	4.0	5.0
8763	[8763, 174, 1280, 3557]	Frankfurt, Germany	[8763, 5539, 30128, 3557]	4.0	4.0
12779	[12779, 174, 1280, 3557]	Milan, Italy	[12779, 6175, 2497, 3257, 27319, 3557]	4.0	6.0
20640	[20640, 174, 1280, 3557]	Frankfurt, Germany	[20640, 6453, 30126, 3557]	4.0	4.0
24875	[24875, 20562, 30132, 3557]	AMS-IX and NL-IX, Amsterdam	[24875, 6453, 30126, 3557]	4.0	4.0
