	collector	path4	path6	len4	len6
553	Frankfurt, Germany	[553, 6939, 20144]	[553, 12731, 20144]	3.0	3.0
680	Frankfurt, Germany	[680, 12731, 20144]	[680, 3356, 20144]	3.0	3.0
1853	VIX, Vienna	[1853, 2852, 20144]	[1853, 8218, 20144]	3.0	3.0
1916	Sao Paulo, Brazil	[1916, 20144]	[1916, 22548, 20144]	2.0	3.0
2497	Palo Alto, USA	[2497, 8218, 20144]	[2497, 42, 20144]	3.0	3.0
4589	Frankfurt, Germany	[4589, 8473, 20144]	[4589, 8218, 20144]	3.0	3.0
6881	RIPE NCC, Amsterdam	[6881, 20144]	[6881, 8218, 20144]	2.0	3.0
8447	VIX, Vienna	[8447, 8218, 20144]	[8447, 6939, 20144]	3.0	3.0
8607	LINX, London	[8607, 33920, 20144]	[8607, 6939, 20144]	3.0	3.0
8758	RIPE NCC, Amsterdam	[8758, 25091, 20144]	[8758, 42, 20144]	3.0	3.0
12859	AMS-IX and NL-IX, Amsterdam	[12859, 8473, 20144]	[12859, 12731, 20144]	3.0	3.0
12989	AMS-IX and NL-IX, Amsterdam	[12989, 13030, 36944, 2018, 20144]	[12989, 20144]	5.0	2.0
13030	New York (NY), USA	[13030, 36944, 2018, 20144]	[13030, 25091, 20144]	4.0	3.0
13237	Frankfurt, Germany	[13237, 8218, 20144]	[13237, 6939, 20144]	3.0	3.0
15435	AMS-IX and NL-IX, Amsterdam	[15435, 21011, 20144]	[15435, 8218, 20144]	3.0	3.0
25152	Otemachi, Japan	[25152, 42, 20144]	[25152, 6939, 20144]	3.0	3.0
25160	LINX, London	[25160, 33920, 20144]	[25160, 39138, 20144]	3.0	3.0
25220	Frankfurt, Germany	[25220, 42, 20144]	[25220, 8218, 20144]	3.0	3.0
28138	Sao Paulo, Brazil	[28138, 20144]	[28138, 22548, 20144]	2.0	3.0
29636	LINX, London	[29636, 6939, 20144]	[29636, 5580, 8954, 20144]	3.0	4.0
29686	Frankfurt, Germany	[29686, 21011, 20144]	[29686, 6939, 20144]	3.0	3.0
35369	VIX, Vienna	[35369, 42, 20144]	[35369, 6939, 20144]	3.0	3.0
37989	RIPE NCC, Amsterdam	[37989, 4844, 7575, 20144]	[37989, 4844, 6939, 20144]	4.0	4.0
48166	Frankfurt, Germany	[48166, 21011, 20144]	[48166, 42, 20144]	3.0	3.0
50763	AMS-IX and NL-IX, Amsterdam	[50763, 25091, 20144]	[50763, 42, 20144]	3.0	3.0
51185	Milan, Italy	[51185, 3356, 20144]	[51185, 6939, 20144]	3.0	3.0
52888	Sao Paulo, Brazil	[52888, 20144]	[52888, 22548, 20144]	2.0	3.0
53070	Sao Paulo, Brazil	[53070, 20144]	[53070, 22548, 20144]	2.0	3.0
56730	LINX, London	[56730, 39138, 20144]	[56730, 25091, 20144]	3.0	3.0
57381	RIPE NCC, Amsterdam	[57381, 42708, 6939, 20144]	[57381, 50304, 39138, 20144]	4.0	4.0
57821	RIPE NCC, Amsterdam	[57821, 12731, 20144]	[57821, 6939, 20144]	3.0	3.0
