	collector	path4	path6	len4	len6
286	VIX, Vienna	[286, 3257, 20144]	[286, 6939, 20144]	3.0	3.0
1280	Palo Alto, USA	[1280, 6939, 20144]	[1280, 3257, 20144]	3.0	3.0
2497	Palo Alto, USA	[2497, 20144]	[2497, 1273, 20144]	2.0	3.0
6667	Stockholm, Sweden	[6667, 23148, 20144]	[6667, 3257, 20144]	3.0	3.0
7575	Palo Alto, USA	[7575, 24490, 20965, 5408, 8522, 20144]	[7575, 11537, 10764, 5511, 30781, 20144]	6.0	6.0
8426	New York (NY), USA	[8426, 23148, 20144]	[8426, 6939, 20144]	3.0	3.0
8447	VIX, Vienna	[8447, 30781, 20144]	[8447, 6939, 20144]	3.0	3.0
12637	Milan, Italy	[12637, 34695, 20144]	[12637, 3257, 20144]	3.0	3.0
12779	Milan, Italy	[12779, 34695, 20144]	[12779, 3257, 20144]	3.0	3.0
12859	AMS-IX and NL-IX, Amsterdam	[12859, 23148, 20144]	[12859, 1273, 20144]	3.0	3.0
13030	New York (NY), USA	[13030, 36944, 2018, 20144]	[13030, 30781, 20144]	4.0	3.0
13237	Frankfurt, Germany	[13237, 20144]	[13237, 6939, 20144]	2.0	3.0
16735	Sao Paulo, Brazil	[16735, 20144]	[16735, 6762, 3257, 20144]	2.0	4.0
19151	Palo Alto, USA	[19151, 20144]	[19151, 6939, 20144]	2.0	3.0
20640	Frankfurt, Germany	[20640, 23148, 20144]	[20640, 29208, 20144]	3.0	3.0
22548	Sao Paulo, Brazil	[22548, 20144]	[22548, 3549, 29208, 20144]	2.0	4.0
28138	Sao Paulo, Brazil	[28138, 20144]	[28138, 16735, 12956, 3257, 20144]	2.0	5.0
29636	LINX, London	[29636, 6939, 20144]	[29636, 3257, 20144]	3.0	3.0
29686	Frankfurt, Germany	[29686, 3257, 20144]	[29686, 6939, 20144]	3.0	3.0
30132	AMS-IX and NL-IX, Amsterdam	[30132, 6939, 20144]	[30132, 3257, 20144]	3.0	3.0
53070	Sao Paulo, Brazil	[53070, 20144]	[53070, 16735, 3549, 29208, 20144]	2.0	5.0
