	collector	path4	path6	len4	len6
286	VIX, Vienna	[286, 8218, 20144]	[286, 6939, 20144]	3.0	3.0
680	Frankfurt, Germany	[680, 8218, 20144]	[680, 20965, 5408, 8522, 20144]	3.0	5.0
2497	Palo Alto, USA	[2497, 6939, 20144]	[2497, 8218, 20144]	3.0	3.0
2914	Palo Alto, USA	[2914, 24990, 20144]	[2914, 30781, 20144]	3.0	3.0
3257	Frankfurt, Germany	[3257, 12301, 50146, 20144]	[3257, 6939, 20144]	4.0	3.0
6667	Stockholm, Sweden	[6667, 6939, 20144]	[6667, 21011, 20144]	3.0	3.0
6762	Palo Alto, USA	[6762, 8966, 35019, 35313, 20144]	[6762, 6939, 20144]	5.0	3.0
6850	Moscow, Russia	[6850, 21011, 20144]	[6850, 6939, 20144]	3.0	3.0
6881	RIPE NCC, Amsterdam	[6881, 12301, 50146, 20144]	[6881, 15685, 29208, 6939, 20144]	4.0	5.0
8426	New York (NY), USA	[8426, 8928, 12301, 50146, 20144]	[8426, 6939, 20144]	5.0	3.0
8447	VIX, Vienna	[8447, 8218, 20144]	[8447, 6939, 20144]	3.0	3.0
8607	LINX, London	[8607, 8218, 20144]	[8607, 6939, 20144]	3.0	3.0
9002	Moscow, Russia	[9002, 5577, 20144]	[9002, 21011, 20144]	3.0	3.0
9189	Frankfurt, Germany	[9189, 6939, 20144]	[9189, 6695, 6939, 20144]	3.0	4.0
12637	Milan, Italy	[12637, 8954, 20144]	[12637, 3257, 6939, 20144]	3.0	4.0
12779	Milan, Italy	[12779, 8928, 12301, 50146, 20144]	[12779, 8218, 20144]	5.0	3.0
12859	AMS-IX and NL-IX, Amsterdam	[12859, 8954, 20144]	[12859, 21011, 20144]	3.0	3.0
13030	New York (NY), USA	[13030, 36944, 2018, 20144]	[13030, 6939, 20144]	4.0	3.0
13237	Frankfurt, Germany	[13237, 5577, 20144]	[13237, 8218, 20144]	3.0	3.0
15469	Milan, Italy	[15469, 5580, 34224, 34984, 50146, 20144]	[15469, 6939, 20144]	6.0	3.0
16735	Sao Paulo, Brazil	[16735, 20144]	[16735, 22548, 20144]	2.0	3.0
20640	Frankfurt, Germany	[20640, 5577, 20144]	[20640, 30781, 20144]	3.0	3.0
28917	Moscow, Russia	[28917, 8218, 20144]	[28917, 6939, 20144]	3.0	3.0
34695	Milan, Italy	[34695, 5580, 34224, 34984, 50146, 20144]	[34695, 8954, 20144]	6.0	3.0
35369	VIX, Vienna	[35369, 12301, 50146, 20144]	[35369, 8218, 20144]	4.0	3.0
39912	Milan, Italy	[39912, 34695, 5580, 34224, 34984, 50146, 20144]	[39912, 8218, 20144]	7.0	3.0
42708	LINX, London	[42708, 8954, 20144]	[42708, 5577, 20144]	3.0	3.0
