	collector	path4	path6	len4	len6
286	VIX, Vienna	[286, 8218, 20144]	[286, 6939, 20144]	3.0	3.0
680	Frankfurt, Germany	[680, 8218, 20144]	[680, 20965, 5408, 8522, 20144]	3.0	5.0
1299	Frankfurt, Germany	[1299, 8218, 20144]	[1299, 5577, 20144]	3.0	3.0
2497	Palo Alto, USA	[2497, 20144]	[2497, 6939, 20144]	2.0	3.0
2914	Palo Alto, USA	[2914, 24990, 20144]	[2914, 7575, 20144]	3.0	3.0
3257	Frankfurt, Germany	[3257, 12301, 50146, 20144]	[3257, 29208, 20144]	4.0	3.0
6667	Stockholm, Sweden	[6667, 23148, 20144]	[6667, 29208, 20144]	3.0	3.0
8426	New York (NY), USA	[8426, 23148, 20144]	[8426, 6939, 20144]	3.0	3.0
8447	VIX, Vienna	[8447, 8218, 20144]	[8447, 29208, 20144]	3.0	3.0
9002	Moscow, Russia	[9002, 43355, 48268, 15685, 20144]	[9002, 20144]	5.0	2.0
12637	Milan, Italy	[12637, 34695, 20144]	[12637, 3257, 29208, 20144]	3.0	4.0
12779	Milan, Italy	[12779, 34695, 20144]	[12779, 3257, 29208, 20144]	3.0	4.0
13030	New York (NY), USA	[13030, 36944, 2018, 20144]	[13030, 30781, 20144]	4.0	3.0
16735	Sao Paulo, Brazil	[16735, 20144]	[16735, 22548, 20144]	2.0	3.0
19151	Palo Alto, USA	[19151, 20144]	[19151, 6939, 20144]	2.0	3.0
20640	Frankfurt, Germany	[20640, 23148, 20144]	[20640, 29208, 20144]	3.0	3.0
28917	Moscow, Russia	[28917, 9002, 43355, 48268, 15685, 20144]	[28917, 20144]	6.0	2.0
29686	Frankfurt, Germany	[29686, 23148, 20144]	[29686, 6939, 20144]	3.0	3.0
30132	AMS-IX and NL-IX, Amsterdam	[30132, 6939, 20144]	[30132, 29208, 20144]	3.0	3.0
