	path4	path6	collector	len4	len6
286	[286, 7342, 26415, 36625]	[286, 2914, 36619]	LINX, London	4.0	3.0
553	[553, 7342, 26415, 36625]	[553, 7342, 36622, 26415]	Frankfurt, Germany	4.0	4.0
680	[680, 3356, 36622]	[680, 3356, 36622, 26415]	Frankfurt, Germany	3.0	4.0
1853	[1853, 1764, 7342, 26415, 36625]	[1853, 6939, 7342, 36622, 26415]	VIX, Vienna	5.0	5.0
3257	[3257, 7342, 26415, 36625]	[3257, 3549, 36622, 26415]	Frankfurt, Germany	4.0	4.0
4589	[4589, 7342, 26415, 36625]	[4589, 7342, 36620]	Frankfurt, Germany	4.0	3.0
5396	[5396, 3549, 36622]	[5396, 6939, 7342, 36622, 26415]	Milan, Italy	3.0	5.0
6667	[6667, 7342, 26415, 36625]	[6667, 6939, 7342, 36622, 26415]	Stockholm, Sweden	4.0	5.0
6679	[6679, 9002, 7342, 26415, 36625]	[6679, 6939, 7342, 36622, 26415]	Moscow, Russia	5.0	5.0
6720	[6720, 8447, 7342, 26415, 36625]	[6720, 1853, 6939, 7342, 36622, 26415]	VIX, Vienna	5.0	6.0
6881	[6881, 29208, 7342, 26415, 36625]	[6881, 6939, 7342, 36622, 26415]	RIPE NCC, Amsterdam	5.0	5.0
7575	[7575, 7342, 36620]	[7575, 6939, 7342, 36620]	Palo Alto, USA	3.0	4.0
8447	[8447, 7342, 26415, 36625]	[8447, 6939, 7342, 36622, 26415]	VIX, Vienna	4.0	5.0
8596	[8596, 286, 7342, 26415, 36625]	[8596, 6939, 7342, 36622, 26415]	VIX, Vienna	5.0	5.0
8607	[8607, 3356, 36622]	[8607, 6939, 7342, 26415, 36625]	LINX, London	3.0	5.0
8758	[8758, 3356, 36622]	[8758, 6939, 7342, 36622, 26415]	RIPE NCC, Amsterdam	3.0	5.0
9002	[9002, 7342, 26415, 36625]	[9002, 7342, 36622, 26415]	Moscow, Russia	4.0	4.0
9189	[9189, 6695, 7342, 26415, 36625]	[9189, 6695, 7342, 36622, 26415]	Frankfurt, Germany	5.0	5.0
12779	[12779, 7342, 26415, 36625]	[12779, 7342, 36622, 26415]	Milan, Italy	4.0	4.0
13030	[13030, 7342, 26415, 36625]	[13030, 7342, 36622, 26415]	New York (NY), USA	4.0	4.0
13237	[13237, 7342, 26415, 36625]	[13237, 7342, 36622, 26415]	Frankfurt, Germany	4.0	4.0
15469	[15469, 3356, 36622]	[15469, 6939, 7342, 36622, 26415]	RIPE NCC, Amsterdam	3.0	5.0
15605	[15605, 3257, 7342, 26415, 36625]	[15605, 6939, 7342, 36622, 26415]	Milan, Italy	5.0	5.0
20640	[20640, 6695, 7342, 26415, 36625]	[20640, 33843, 7342, 36622, 26415]	Frankfurt, Germany	5.0	5.0
22652	[22652, 6453, 7342, 36619]	[22652, 6939, 7342, 36620]	RIPE NCC, Amsterdam	4.0	4.0
25160	[25160, 7342, 26415, 36625]	[25160, 6939, 7342, 26415, 36625]	LINX, London	4.0	5.0
25220	[25220, 7342, 26415, 36625]	[25220, 7342, 36622, 26415]	Frankfurt, Germany	4.0	4.0
29049	[29049, 20485, 36631]	[29049, 7342, 36622, 26415]	RIPE NCC, Amsterdam	3.0	4.0
29140	[29140, 7342, 26415, 36625]	[29140, 7342, 36622, 26415]	Frankfurt, Germany	4.0	4.0
29608	[29608, 3356, 36622]	[29608, 6939, 7342, 26415, 36625]	RIPE NCC, Amsterdam	3.0	5.0
29611	[29611, 7342, 26415, 36625]	[29611, 6939, 7342, 26415, 36625]	LINX, London	4.0	5.0
29686	[29686, 7342, 26415, 36625]	[29686, 7342, 36622, 26415]	Frankfurt, Germany	4.0	4.0
34288	[34288, 7342, 26415, 36625]	[34288, 7342, 36622, 26415]	Frankfurt, Germany	4.0	4.0
35369	[35369, 8218, 7342, 26415, 36625]	[35369, 6939, 7342, 36622, 26415]	VIX, Vienna	5.0	5.0
39912	[39912, 7342, 26415, 36625]	[39912, 7342, 36622, 26415]	VIX, Vienna	4.0	4.0
48166	[48166, 7342, 26415, 36625]	[48166, 7342, 36622, 26415]	Frankfurt, Germany	4.0	4.0
49605	[49605, 5580, 7342, 26415, 36625]	[49605, 6939, 7342, 36622, 26415]	Milan, Italy	5.0	5.0
51185	[51185, 7342, 26415, 36625]	[51185, 6939, 7342, 36622, 26415]	Milan, Italy	4.0	5.0
56730	[56730, 7342, 26415, 36625]	[56730, 6939, 7342, 26415, 36625]	LINX, London	4.0	5.0
57381	[57381, 42708, 7342, 26415, 36625]	[57381, 50304, 7342, 26415, 36625]	RIPE NCC, Amsterdam	5.0	5.0
57821	[57821, 48039, 7342, 26415, 36625]	[57821, 6939, 7342, 36622, 26415]	RIPE NCC, Amsterdam	5.0	5.0
