	path4	path6	collector	len4	len6
286	[286, 7342, 36625]	[286, 7342, 36622]	LINX, London	3.0	3.0
513	[513, 3320, 7342, 36625]	[513, 3320, 7342, 36620]	CIXP, Geneva	4.0	4.0
1836	[1836, 7342, 36625]	[1836, 6939, 7342, 36622]	RIPE NCC, Amsterdam	3.0	4.0
1853	[1853, 1764, 7342, 36625]	[1853, 6939, 7342, 36622]	VIX, Vienna	4.0	4.0
1916	[1916, 7342, 36620]	[1916, 7342, 36618]	Sao Paulo, Brazil	3.0	3.0
3257	[3257, 7342, 36625]	[3257, 10026, 36631]	Frankfurt, Germany	3.0	3.0
4589	[4589, 7342, 36622]	[4589, 7342, 36618]	Frankfurt, Germany	3.0	3.0
5396	[5396, 3257, 7342, 36625]	[5396, 6939, 7342, 36622]	Milan, Italy	4.0	4.0
6679	[6679, 3216, 7342, 36625]	[6679, 6939, 7342, 36622]	Moscow, Russia	4.0	4.0
6720	[6720, 8447, 7342, 36625]	[6720, 1853, 6939, 7342, 36622]	VIX, Vienna	4.0	5.0
6881	[6881, 29208, 7342, 36622]	[6881, 6939, 7342, 36622]	RIPE NCC, Amsterdam	4.0	4.0
7575	[7575, 7342, 36620]	[7575, 24115, 10026, 36631]	Palo Alto, USA	3.0	4.0
8447	[8447, 7342, 36625]	[8447, 6939, 7342, 36622]	VIX, Vienna	3.0	4.0
8607	[8607, 3356, 36625]	[8607, 6939, 7342, 36625]	LINX, London	3.0	4.0
8758	[8758, 8220, 7342, 36622]	[8758, 6939, 7342, 36622]	RIPE NCC, Amsterdam	4.0	4.0
9002	[9002, 7342, 36625]	[9002, 7342, 36622]	Moscow, Russia	3.0	3.0
13030	[13030, 7342, 36620]	[13030, 7342, 36622]	New York (NY), USA	3.0	3.0
15605	[15605, 12874, 7342, 36625]	[15605, 12874, 7342, 36622]	Milan, Italy	4.0	4.0
16735	[16735, 7342, 36620]	[16735, 7342, 36618]	Sao Paulo, Brazil	3.0	3.0
22548	[22548, 16735, 7342, 36620]	[22548, 16735, 7342, 36618]	Sao Paulo, Brazil	4.0	4.0
22652	[22652, 7342, 36620]	[22652, 7342, 36618]	RIPE NCC, Amsterdam	3.0	3.0
25152	[25152, 2516, 36631]	[25152, 2497, 7342, 36620]	Otemachi, Japan	3.0	4.0
25160	[25160, 7342, 36625]	[25160, 6939, 7342, 36625]	LINX, London	3.0	4.0
29608	[29608, 3356, 36625]	[29608, 6939, 7342, 36625]	RIPE NCC, Amsterdam	3.0	4.0
29611	[29611, 7342, 36625]	[29611, 6939, 7342, 36625]	LINX, London	3.0	4.0
41497	[41497, 3257, 7342, 36625]	[41497, 6939, 7342, 36622]	Milan, Italy	4.0	4.0
52888	[52888, 1916, 7342, 36620]	[52888, 1916, 7342, 36618]	Sao Paulo, Brazil	4.0	4.0
53070	[53070, 12989, 7342, 36620]	[53070, 12989, 7342, 36618]	Sao Paulo, Brazil	4.0	4.0
56730	[56730, 7342, 36625]	[56730, 6939, 7342, 36625]	LINX, London	3.0	4.0
57821	[57821, 12586, 31025, 7342, 36622]	[57821, 6939, 7342, 36622]	RIPE NCC, Amsterdam	5.0	4.0
