	path4	path6	collector	len4	len6
286	[286, 7342, 36622]	[286, 3356, 26415, 36620]	LINX, London	3.0	4.0
553	[553, 7342, 26415, 36619]	[553, 6939, 7342, 36622, 26415]	Frankfurt, Germany	4.0	5.0
680	[680, 3356, 36622]	[680, 3356, 26415, 36620]	Frankfurt, Germany	3.0	4.0
1103	[1103, 7342, 36622]	[1103, 10026, 36631]	AMS-IX and NL-IX, Amsterdam	3.0	3.0
1280	[1280, 7342, 26415, 36620]	[1280, 7342, 36624, 26415]	Palo Alto, USA	4.0	4.0
1853	[1853, 1764, 7342, 26415, 36619]	[1853, 3356, 26415, 36620]	VIX, Vienna	5.0	4.0
2497	[2497, 7342, 26415, 36620]	[2497, 7342, 36624, 26415]	Palo Alto, USA	4.0	4.0
2914	[2914, 36619]	[2914, 2516, 36631]	Palo Alto, USA	2.0	3.0
3257	[3257, 7342, 36622]	[3257, 10026, 36631]	Frankfurt, Germany	3.0	3.0
4589	[4589, 7342, 26415, 36619]	[4589, 3356, 26415, 36620]	Frankfurt, Germany	4.0	4.0
5396	[5396, 3549, 36622]	[5396, 6939, 7342, 36622, 26415]	Milan, Italy	3.0	5.0
6667	[6667, 7342, 26415, 36619]	[6667, 3257, 10026, 36631]	Stockholm, Sweden	4.0	4.0
6679	[6679, 7342, 26415, 36619]	[6679, 3356, 26415, 36620]	Moscow, Russia	4.0	4.0
6720	[6720, 8447, 7342, 36622]	[6720, 1853, 3356, 26415, 36620]	VIX, Vienna	4.0	5.0
6762	[6762, 3549, 36619]	[6762, 2516, 36631]	Palo Alto, USA	3.0	3.0
6881	[6881, 29208, 7342, 26415, 36619]	[6881, 6939, 7342, 36622, 26415]	RIPE NCC, Amsterdam	5.0	5.0
7575	[7575, 7342, 26415, 36620]	[7575, 2516, 36631]	Palo Alto, USA	4.0	3.0
8447	[8447, 7342, 36622]	[8447, 6939, 7342, 36622, 26415]	VIX, Vienna	3.0	5.0
8596	[8596, 7342, 26415, 36619]	[8596, 6939, 7342, 36622, 26415]	VIX, Vienna	4.0	5.0
8607	[8607, 3356, 36622]	[8607, 6939, 7342, 26415, 36623]	LINX, London	3.0	5.0
8758	[8758, 3356, 36622]	[8758, 6939, 7342, 36622, 26415]	RIPE NCC, Amsterdam	3.0	5.0
9002	[9002, 7342, 36622]	[9002, 10026, 36631]	Moscow, Russia	3.0	3.0
9189	[9189, 6695, 7342, 26415, 36619]	[9189, 6695, 6939, 7342, 36622, 26415]	Frankfurt, Germany	5.0	6.0
12637	[12637, 7342, 36622]	[12637, 7342, 26415, 36623]	Milan, Italy	3.0	4.0
12779	[12779, 7342, 26415, 36619]	[12779, 7342, 36622, 26415]	Milan, Italy	4.0	4.0
12859	[12859, 7342, 36622]	[12859, 7342, 26415, 36623]	AMS-IX and NL-IX, Amsterdam	3.0	4.0
12989	[12989, 7342, 36622]	[12989, 10026, 36631]	AMS-IX and NL-IX, Amsterdam	3.0	3.0
13030	[13030, 7342, 36622]	[13030, 7342, 36622, 26415]	New York (NY), USA	3.0	4.0
13237	[13237, 7342, 26415, 36619]	[13237, 7342, 26415, 36623]	Frankfurt, Germany	4.0	4.0
15435	[15435, 7342, 36622]	[15435, 10026, 36631]	AMS-IX and NL-IX, Amsterdam	3.0	3.0
15469	[15469, 3356, 36622]	[15469, 13030, 7342, 36622, 26415]	RIPE NCC, Amsterdam	3.0	5.0
15605	[15605, 3257, 7342, 36622]	[15605, 6939, 7342, 36622, 26415]	Milan, Italy	4.0	5.0
19151	[19151, 7342, 26415, 36620]	[19151, 7342, 36624, 26415]	Palo Alto, USA	4.0	4.0
20640	[20640, 6695, 7342, 26415, 36619]	[20640, 33843, 3356, 26415, 36620]	Frankfurt, Germany	5.0	5.0
20932	[20932, 7342, 36622]	[20932, 10026, 36631]	CIXP, Geneva	3.0	3.0
22652	[22652, 6453, 7342, 26415, 36619]	[22652, 6939, 7342, 26415, 36619]	RIPE NCC, Amsterdam	5.0	5.0
25091	[25091, 7342, 26415, 36619]	[25091, 10026, 36631]	Moscow, Russia	4.0	3.0
25152	[25152, 2516, 36631]	[25152, 2497, 2516, 36631]	Otemachi, Japan	3.0	4.0
25160	[25160, 7342, 36622]	[25160, 10026, 36631]	LINX, London	3.0	3.0
25220	[25220, 7342, 26415, 36619]	[25220, 10026, 36631]	Frankfurt, Germany	4.0	3.0
28917	[28917, 7342, 36622]	[28917, 7342, 26415, 36623]	Moscow, Russia	3.0	4.0
29049	[29049, 20485, 36631]	[29049, 10026, 36631]	RIPE NCC, Amsterdam	3.0	3.0
29140	[29140, 7342, 26415, 36619]	[29140, 7342, 36622, 26415]	Frankfurt, Germany	4.0	4.0
29608	[29608, 3356, 36622]	[29608, 6939, 7342, 26415, 36623]	RIPE NCC, Amsterdam	3.0	5.0
29611	[29611, 7342, 36622]	[29611, 10026, 36631]	LINX, London	3.0	3.0
29636	[29636, 7342, 36622]	[29636, 7342, 26415, 36623]	LINX, London	3.0	4.0
29686	[29686, 7342, 26415, 36619]	[29686, 7342, 36622, 26415]	Frankfurt, Germany	4.0	4.0
31019	[31019, 7342, 36622]	[31019, 10026, 36631]	AMS-IX and NL-IX, Amsterdam	3.0	3.0
34288	[34288, 7342, 26415, 36619]	[34288, 7342, 26415, 36623]	Frankfurt, Germany	4.0	4.0
35369	[35369, 8218, 7342, 26415, 36619]	[35369, 6939, 7342, 36622, 26415]	VIX, Vienna	5.0	5.0
37989	[37989, 4844, 2914, 36619]	[37989, 4844, 10026, 36631]	RIPE NCC, Amsterdam	4.0	4.0
39912	[39912, 7342, 26415, 36619]	[39912, 7342, 36622, 26415]	VIX, Vienna	4.0	4.0
48166	[48166, 7342, 26415, 36619]	[48166, 7342, 36622, 26415]	Frankfurt, Germany	4.0	4.0
49605	[49605, 5580, 7342, 26415, 36619]	[49605, 6939, 7342, 36622, 26415]	Milan, Italy	5.0	5.0
50300	[50300, 7342, 36622]	[50300, 10026, 36631]	RIPE NCC, Amsterdam	3.0	3.0
50763	[50763, 7342, 36622]	[50763, 7342, 26415, 36623]	AMS-IX and NL-IX, Amsterdam	3.0	4.0
51185	[51185, 7342, 36622]	[51185, 6939, 7342, 36622, 26415]	Milan, Italy	3.0	5.0
56730	[56730, 7342, 36622]	[56730, 10026, 36631]	LINX, London	3.0	3.0
57381	[57381, 42708, 7342, 36622]	[57381, 50304, 7342, 26415, 36623]	RIPE NCC, Amsterdam	4.0	5.0
57821	[57821, 48039, 7342, 26415, 36619]	[57821, 6939, 7342, 36622, 26415]	RIPE NCC, Amsterdam	5.0	5.0
