	path4	path6	collector	len4	len6
286	[286, 7342, 36621]	[286, 7342, 36622]	VIX, Vienna	3.0	3.0
680	[680, 702, 36622, 26415]	[680, 6939, 7342, 36622]	Frankfurt, Germany	4.0	4.0
1103	[1103, 7342, 36621]	[1103, 6939, 7342, 36622]	AMS-IX and NL-IX, Amsterdam	3.0	4.0
1280	[1280, 3549, 36620, 26415]	[1280, 6939, 7342, 36622]	Palo Alto, USA	4.0	4.0
1299	[1299, 7342, 36621]	[1299, 10026, 36626, 26415]	LINX, London	3.0	4.0
1853	[1853, 3356, 10026, 36631, 26415]	[1853, 2852, 6939, 7342, 36622]	VIX, Vienna	5.0	5.0
1916	[1916, 20080, 7342, 36621]	[1916, 20080, 11537, 11164, 7342, 36622]	Sao Paulo, Brazil	4.0	6.0
2497	[2497, 7342, 36621]	[2497, 26415, 36622]	Palo Alto, USA	3.0	3.0
2914	[2914, 36631, 26415]	[2914, 36624, 26415]	Palo Alto, USA	3.0	3.0
3257	[3257, 10026, 36631, 26415]	[3257, 10026, 36626, 26415]	Frankfurt, Germany	4.0	4.0
4589	[4589, 7342, 36621]	[4589, 26415, 36622]	Frankfurt, Germany	3.0	3.0
6667	[6667, 7342, 36621]	[6667, 6939, 7342, 36622]	Stockholm, Sweden	3.0	4.0
6762	[6762, 10026, 36631, 26415]	[6762, 6939, 7342, 36622]	Palo Alto, USA	4.0	4.0
6881	[6881, 3257, 10026, 36631, 26415]	[6881, 6939, 7342, 36622]	RIPE NCC, Amsterdam	5.0	4.0
7575	[7575, 7342, 36621]	[7575, 6939, 7342, 36622]	Palo Alto, USA	3.0	4.0
8426	[8426, 7342, 36621]	[8426, 6939, 7342, 36622]	New York (NY), USA	3.0	4.0
8447	[8447, 7342, 36621]	[8447, 6939, 7342, 36622]	VIX, Vienna	3.0	4.0
8596	[8596, 7342, 36621]	[8596, 6939, 7342, 36622]	VIX, Vienna	3.0	4.0
8607	[8607, 7342, 36621]	[8607, 6939, 7342, 36622]	LINX, London	3.0	4.0
8758	[8758, 6830, 7342, 36621]	[8758, 6939, 7342, 36622]	RIPE NCC, Amsterdam	4.0	4.0
9002	[9002, 7342, 36621]	[9002, 6939, 7342, 36622]	Moscow, Russia	3.0	4.0
9189	[9189, 6695, 7342, 36621]	[9189, 6695, 6939, 7342, 36622]	Frankfurt, Germany	4.0	5.0
12637	[12637, 7342, 36621]	[12637, 3549, 36622]	Milan, Italy	3.0	3.0
12779	[12779, 7342, 36621]	[12779, 6939, 7342, 36622]	Milan, Italy	3.0	4.0
12859	[12859, 7342, 36621]	[12859, 6939, 7342, 36622]	AMS-IX and NL-IX, Amsterdam	3.0	4.0
12989	[12989, 7342, 36621]	[12989, 6939, 7342, 36622]	AMS-IX and NL-IX, Amsterdam	3.0	4.0
13030	[13030, 7342, 36621]	[13030, 7342, 36622]	New York (NY), USA	3.0	3.0
13237	[13237, 7342, 36621]	[13237, 6939, 7342, 36622]	Frankfurt, Germany	3.0	4.0
14840	[14840, 18881, 12956, 7342, 36621]	[14840, 18881, 3549, 36622]	Sao Paulo, Brazil	5.0	4.0
15469	[15469, 6762, 10026, 36631, 26415]	[15469, 6939, 7342, 36622]	RIPE NCC, Amsterdam	5.0	4.0
16735	[16735, 12989, 7342, 36621]	[16735, 6939, 7342, 36622]	Sao Paulo, Brazil	4.0	4.0
19151	[19151, 7342, 36621]	[19151, 26415, 36622]	Palo Alto, USA	3.0	3.0
22548	[22548, 16735, 12956, 7342, 36621]	[22548, 3549, 36622]	Sao Paulo, Brazil	5.0	3.0
28138	[28138, 16735, 12956, 7342, 36621]	[28138, 16735, 6939, 7342, 36622]	Sao Paulo, Brazil	5.0	5.0
28289	[28289, 53131, 10429, 12956, 7342, 36621]	[28289, 53131, 16735, 6939, 7342, 36622]	Sao Paulo, Brazil	6.0	6.0
28917	[28917, 7342, 36621]	[28917, 6939, 7342, 36622]	Moscow, Russia	3.0	4.0
29049	[29049, 7342, 36621]	[29049, 6939, 7342, 36622]	RIPE NCC, Amsterdam	3.0	4.0
29140	[29140, 7342, 36621]	[29140, 6939, 7342, 36622]	Frankfurt, Germany	3.0	4.0
29636	[29636, 7342, 36621]	[29636, 6939, 7342, 36622]	LINX, London	3.0	4.0
29686	[29686, 21385, 7342, 36621]	[29686, 6939, 7342, 36622]	Frankfurt, Germany	4.0	4.0
34288	[34288, 7342, 36621]	[34288, 6939, 7342, 36622]	Frankfurt, Germany	3.0	4.0
34695	[34695, 7342, 36621]	[34695, 6939, 7342, 36622]	Milan, Italy	3.0	4.0
35369	[35369, 8218, 7342, 36621]	[35369, 8218, 26415, 36622]	VIX, Vienna	4.0	4.0
39912	[39912, 7342, 36621]	[39912, 7342, 36622]	VIX, Vienna	3.0	3.0
42708	[42708, 7342, 36621]	[42708, 6939, 7342, 36622]	LINX, London	3.0	4.0
