	collector	path6	path4	len4	len6
286	VIX, Vienna	[286, 3257, 7500]	[286, 7500]	2.0	3.0
1280	Palo Alto, USA	[1280, 2500, 7500]	[1280, 7500]	2.0	3.0
2914	Palo Alto, USA	[2914, 7500]	[2914, 2497, 7500]	3.0	2.0
6667	Stockholm, Sweden	[6667, 3257, 7500]	[6667, 2497, 7500]	3.0	3.0
7575	Palo Alto, USA	[7575, 11537, 22388, 7660, 2500, 7500]	[7575, 24490, 20965, 2200, 7500]	5.0	6.0
8447	VIX, Vienna	[8447, 3257, 7500]	[8447, 1299, 3257, 7500]	4.0	3.0
8758	RIPE NCC, Amsterdam	[8758, 6939, 7500]	[8758, 3356, 2516, 7500]	4.0	3.0
9189	Frankfurt, Germany	[9189, 6695, 3257, 7500]	[9189, 8422, 2516, 7500]	4.0	4.0
12779	Milan, Italy	[12779, 6939, 7500]	[12779, 174, 7500]	3.0	3.0
12989	AMS-IX and NL-IX, Amsterdam	[12989, 6939, 7500]	[12989, 2516, 7500]	3.0	3.0
13237	Frankfurt, Germany	[13237, 3257, 7500]	[13237, 1299, 3257, 7500]	4.0	3.0
15469	RIPE NCC, Amsterdam	[15469, 6939, 7500]	[15469, 6762, 3257, 7500]	4.0	3.0
19151	Palo Alto, USA	[19151, 6939, 7500]	[19151, 2497, 7500]	3.0	3.0
34288	Frankfurt, Germany	[34288, 6939, 7500]	[34288, 174, 7500]	3.0	3.0
34695	Frankfurt, Germany	[34695, 6939, 7500]	[34695, 174, 7500]	3.0	3.0
35369	VIX, Vienna	[35369, 8218, 6939, 7500]	[35369, 174, 7500]	3.0	4.0
39912	VIX, Vienna	[39912, 3257, 7500]	[39912, 39792, 2497, 7500]	4.0	3.0
