	path4	path6	collector	len4	len6
286	[286, 1136, 25152]	[286, 1103, 25152]	LINX, London	3.0	3.0
680	[680, 25152]	[680, 6939, 25152]	Frankfurt, Germany	2.0	3.0
2497	[2497, 25152]	[2497, 1273, 25152]	Palo Alto, USA	2.0	3.0
3257	[3257, 13237, 25152]	[3257, 1103, 25152]	Frankfurt, Germany	3.0	3.0
3491	[3491, 20485, 49505, 25152]	[3491, 20485, 29049, 6736, 25152]	NAP Africa JB, Johannesburg	4.0	5.0
4589	[4589, 5459, 25152]	[4589, 25152]	Frankfurt, Germany	3.0	2.0
6453	[6453, 20485, 49505, 25152]	[6453, 9002, 5538, 25152]	AMS-IX and NL-IX, Amsterdam	4.0	4.0
7575	[7575, 4608, 25152]	[7575, 2603, 1103, 25152]	Palo Alto, USA	3.0	4.0
9002	[9002, 49505, 25152]	[9002, 5538, 25152]	Moscow, Russia	3.0	3.0
9189	[9189, 6695, 25152]	[9189, 42473, 25152]	Frankfurt, Germany	3.0	3.0
9304	[9304, 4809, 42473, 25152]	[9304, 25152]	New York (NY), USA	4.0	2.0
29636	[29636, 6939, 25152]	[29636, 13030, 31424, 20612, 25152]	LINX, London	3.0	5.0
29686	[29686, 6461, 25152]	[29686, 42473, 25152]	Frankfurt, Germany	3.0	3.0
30844	[30844, 25152]	[30844, 3491, 20485, 29049, 6736, 25152]	NAP Africa JB, Johannesburg	2.0	6.0
31122	[31122, 6939, 25152]	[31122, 20485, 29049, 6736, 25152]	France-IX, Paris	3.0	5.0
34781	[34781, 513, 25152]	[34781, 25152]	SwissIX, Zurich	3.0	2.0
47872	[47872, 13004, 25152]	[47872, 25152]	Stockholm, Sweden	3.0	2.0
48166	[48166, 23148, 25152]	[48166, 25152]	Frankfurt, Germany	3.0	2.0
49463	[49463, 6939, 25152]	[49463, 25152]	France-IX, Paris	3.0	2.0
196621	[196621, 9002, 5538, 25152]	[196621, 33891, 31424, 20612, 25152]	SwissIX, Zurich	4.0	5.0
198290	[198290, 42473, 25152]	[198290, 25152]	France-IX, Paris	3.0	2.0
202194	[202194, 31424, 20612, 25152]	[202194, 25152]	SwissIX, Zurich	4.0	2.0
