	collector	path4	path6	len4	len6
553	Frankfurt, Germany	[553, 12883, 20144]	[553, 12731, 20144]	3.0	3.0
1853	VIX, Vienna	[1853, 2852, 20144]	[1853, 6939, 20144]	3.0	3.0
2497	Palo Alto, USA	[2497, 8218, 20144]	[2497, 3356, 20144]	3.0	3.0
2914	Palo Alto, USA	[2914, 7782, 20144]	[2914, 42, 20144]	3.0	3.0
4589	Frankfurt, Germany	[4589, 8473, 20144]	[4589, 12731, 20144]	3.0	3.0
6667	Stockholm, Sweden	[6667, 6939, 20144]	[6667, 21011, 20144]	3.0	3.0
6679	Moscow, Russia	[6679, 21011, 20144]	[6679, 12883, 20144]	3.0	3.0
6720	VIX, Vienna	[6720, 6939, 20144]	[6720, 1853, 6939, 20144]	3.0	4.0
6881	RIPE NCC, Amsterdam	[6881, 20144]	[6881, 6939, 20144]	2.0	3.0
8447	VIX, Vienna	[8447, 8218, 20144]	[8447, 6939, 20144]	3.0	3.0
9189	Frankfurt, Germany	[9189, 12731, 20144]	[9189, 6695, 12731, 20144]	3.0	4.0
12859	AMS-IX and NL-IX, Amsterdam	[12859, 8473, 20144]	[12859, 39138, 20144]	3.0	3.0
12989	AMS-IX and NL-IX, Amsterdam	[12989, 577, 271, 20144]	[12989, 20144]	4.0	2.0
13030	New York (NY), USA	[13030, 3491, 6503, 22894, 20144]	[13030, 6939, 20144]	5.0	3.0
13237	Frankfurt, Germany	[13237, 8218, 20144]	[13237, 23148, 20144]	3.0	3.0
15435	AMS-IX and NL-IX, Amsterdam	[15435, 30781, 20144]	[15435, 29076, 49124, 12883, 20144]	3.0	5.0
25160	LINX, London	[25160, 33920, 20144]	[25160, 39138, 20144]	3.0	3.0
25220	Frankfurt, Germany	[25220, 12883, 20144]	[25220, 39138, 20144]	3.0	3.0
29049	RIPE NCC, Amsterdam	[29049, 33920, 20144]	[29049, 20144]	3.0	2.0
29608	RIPE NCC, Amsterdam	[29608, 20144]	[29608, 6939, 20144]	2.0	3.0
31019	AMS-IX and NL-IX, Amsterdam	[31019, 6939, 20144]	[31019, 23148, 20144]	3.0	3.0
39912	VIX, Vienna	[39912, 20144]	[39912, 21011, 20144]	2.0	3.0
48166	Frankfurt, Germany	[48166, 21011, 20144]	[48166, 12883, 20144]	3.0	3.0
56730	LINX, London	[56730, 33920, 20144]	[56730, 6939, 20144]	3.0	3.0
57381	RIPE NCC, Amsterdam	[57381, 42708, 8473, 20144]	[57381, 42708, 6939, 20144]	4.0	4.0
57821	RIPE NCC, Amsterdam	[57821, 12731, 20144]	[57821, 6939, 20144]	3.0	3.0
