	collector	path4	path6	len4	len6
553	Frankfurt, Germany	[553, 12731, 20144]	[553, 6939, 20144]	3.0	3.0
1853	VIX, Vienna	[1853, 2852, 20144]	[1853, 8218, 20144]	3.0	3.0
3257	Frankfurt, Germany	[3257, 20144]	[3257, 12883, 20144]	2.0	3.0
6679	Moscow, Russia	[6679, 21011, 20144]	[6679, 25091, 20144]	3.0	3.0
6720	VIX, Vienna	[6720, 6939, 20144]	[6720, 8218, 20144]	3.0	3.0
8758	RIPE NCC, Amsterdam	[8758, 6939, 20144]	[8758, 25091, 20144]	3.0	3.0
9002	Moscow, Russia	[9002, 2854, 20144]	[9002, 41798, 21282, 20144]	3.0	4.0
9189	Frankfurt, Germany	[9189, 12731, 20144]	[9189, 6695, 12731, 20144]	3.0	4.0
13030	New York (NY), USA	[13030, 6939, 20144]	[13030, 2914, 20144]	3.0	3.0
13237	Frankfurt, Germany	[13237, 6939, 20144]	[13237, 8218, 20144]	3.0	3.0
15435	AMS-IX and NL-IX, Amsterdam	[15435, 23148, 20144]	[15435, 8218, 20144]	3.0	3.0
20640	Frankfurt, Germany	[20640, 6939, 20144]	[20640, 12731, 20144]	3.0	3.0
24482	Moscow, Russia	[24482, 20144]	[24482, 6939, 20144]	2.0	3.0
25220	Frankfurt, Germany	[25220, 23148, 20144]	[25220, 12731, 20144]	3.0	3.0
28917	Moscow, Russia	[28917, 43727, 41798, 21282, 20144]	[28917, 12883, 20144]	5.0	3.0
29608	RIPE NCC, Amsterdam	[29608, 20144]	[29608, 25091, 20144]	2.0	3.0
29636	LINX, London	[29636, 6939, 20144]	[29636, 5580, 8954, 20144]	3.0	4.0
29686	Frankfurt, Germany	[29686, 23148, 20144]	[29686, 30781, 20144]	3.0	3.0
31019	AMS-IX and NL-IX, Amsterdam	[31019, 6939, 20144]	[31019, 8218, 20144]	3.0	3.0
34781	CIXP, Geneva	[34781, 13238, 20144]	[34781, 25091, 20144]	3.0	3.0
37989	RIPE NCC, Amsterdam	[37989, 132132, 4826, 20144]	[37989, 4844, 4826, 20144]	4.0	4.0
50304	RIPE NCC, Amsterdam	[50304, 6939, 20144]	[50304, 8218, 20144]	3.0	3.0
56730	LINX, London	[56730, 6939, 20144]	[56730, 25091, 20144]	3.0	3.0
57381	RIPE NCC, Amsterdam	[57381, 50304, 6939, 20144]	[57381, 42708, 6939, 20144]	4.0	4.0
57821	RIPE NCC, Amsterdam	[57821, 12731, 20144]	[57821, 6939, 20144]	3.0	3.0
