	collector	path6	path4	len4	len6
286	VIX, Vienna	[286, 3257, 7500]	[286, 7500]	2.0	3.0
513	CIXP, Geneva	[513, 559, 20965, 2200, 7500]	[513, 6730, 7500]	3.0	5.0
1853	VIX, Vienna	[1853, 3356, 2497, 7500]	[1853, 3356, 2516, 7500]	4.0	4.0
1930	RIPE NCC, Amsterdam	[1930, 20965, 2200, 7500]	[1930, 20965, 3549, 3257, 7500]	5.0	4.0
2914	Frankfurt, Germany	[2914, 7500]	[2914, 2497, 7500]	3.0	2.0
8447	VIX, Vienna	[8447, 3257, 7500]	[8447, 3320, 3257, 7500]	4.0	3.0
8763	Frankfurt, Germany	[8763, 3257, 7500]	[8763, 8218, 2497, 7500]	4.0	3.0
12637	Milan, Italy	[12637, 3257, 7500]	[12637, 174, 7500]	3.0	3.0
12779	Milan, Italy	[12779, 3356, 3257, 7500]	[12779, 3549, 3257, 7500]	4.0	4.0
13237	Frankfurt, Germany	[13237, 3257, 7500]	[13237, 2497, 7500]	3.0	3.0
22548	Sao Paulo, Brazil	[22548, 3549, 3257, 7500]	[22548, 16735, 8167, 3257, 7500]	5.0	4.0
27319	New York (NY), USA	[27319, 2497, 7500]	[27319, 2516, 7500]	3.0	3.0
29449	Milan, Italy	[29449, 6939, 7500]	[29449, 5392, 6453, 2518, 7500]	5.0	3.0
34695	Milan, Italy	[34695, 3257, 7500]	[34695, 3356, 2516, 7500]	4.0	3.0
196613	RIPE NCC, Amsterdam	[196613, 1125, 1103, 20965, 2200, 7500]	[196613, 1125, 1103, 3257, 7500]	5.0	6.0
