	collector	path6	path4	len4	len6
286	VIX, Vienna	[286, 3257, 7500]	[286, 7500]	2.0	3.0
1280	Palo Alto, USA	[1280, 2500, 7500]	[1280, 7500]	2.0	3.0
1299	LINX, London	[1299, 1280, 2500, 7500]	[1299, 10026, 2518, 7500]	4.0	4.0
2914	Palo Alto, USA	[2914, 7500]	[2914, 2497, 7500]	3.0	2.0
6667	Stockholm, Sweden	[6667, 3257, 7500]	[6667, 2516, 7500]	3.0	3.0
6762	Palo Alto, USA	[6762, 7500]	[6762, 10026, 2518, 7500]	4.0	2.0
7575	Palo Alto, USA	[7575, 11537, 22388, 7660, 2500, 7500]	[7575, 24490, 20965, 2200, 7500]	5.0	6.0
8447	VIX, Vienna	[8447, 3257, 7500]	[8447, 3320, 3257, 7500]	4.0	3.0
8607	LINX, London	[8607, 6939, 7500]	[8607, 286, 7500]	3.0	3.0
8758	RIPE NCC, Amsterdam	[8758, 6939, 7500]	[8758, 3356, 2516, 7500]	4.0	3.0
9189	Frankfurt, Germany	[9189, 6695, 3257, 7500]	[9189, 8422, 2516, 7500]	4.0	4.0
12779	Milan, Italy	[12779, 3257, 7500]	[12779, 174, 7500]	3.0	3.0
12989	AMS-IX and NL-IX, Amsterdam	[12989, 1257, 2497, 7500]	[12989, 2516, 7500]	3.0	4.0
13030	New York (NY), USA	[13030, 3257, 7500]	[13030, 2497, 7500]	3.0	3.0
15469	RIPE NCC, Amsterdam	[15469, 6939, 7500]	[15469, 3303, 7500]	3.0	3.0
16735	Sao Paulo, Brazil	[16735, 6939, 7500]	[16735, 12956, 3257, 7500]	4.0	3.0
19151	Palo Alto, USA	[19151, 6939, 7500]	[19151, 2497, 7500]	3.0	3.0
22548	Sao Paulo, Brazil	[22548, 16735, 6939, 7500]	[22548, 16735, 12956, 3257, 7500]	5.0	4.0
28138	Sao Paulo, Brazil	[28138, 16735, 6939, 7500]	[28138, 16735, 12956, 3257, 7500]	5.0	4.0
28289	Sao Paulo, Brazil	[28289, 53131, 16735, 6939, 7500]	[28289, 53131, 10429, 12956, 3257, 7500]	6.0	5.0
28917	Moscow, Russia	[28917, 3257, 7500]	[28917, 3356, 2516, 7500]	4.0	3.0
29636	LINX, London	[29636, 6939, 7500]	[29636, 2914, 2497, 7500]	4.0	3.0
34288	Frankfurt, Germany	[34288, 6939, 7500]	[34288, 3257, 7500]	3.0	3.0
34695	Milan, Italy	[34695, 3257, 7500]	[34695, 10026, 2518, 7500]	4.0	3.0
35369	VIX, Vienna	[35369, 13030, 6939, 7500]	[35369, 174, 7500]	3.0	4.0
39912	VIX, Vienna	[39912, 3257, 7500]	[39912, 39792, 2497, 7500]	4.0	3.0
53070	Sao Paulo, Brazil	[53070, 16735, 6939, 7500]	[53070, 16735, 12956, 3257, 7500]	5.0	4.0
