	collector	path6	path4	len4	len6
286	LINX, London	[286, 6939, 7500]	[286, 3257, 7500]	3.0	3.0
553	Frankfurt, Germany	[553, 6939, 7500]	[553, 680, 20965, 11537, 22388, 7660, 2500, 7500]	8.0	3.0
680	Frankfurt, Germany	[680, 20965, 2200, 7500]	[680, 20965, 11537, 22388, 7660, 2500, 7500]	7.0	4.0
1103	AMS-IX and NL-IX, Amsterdam	[1103, 20965, 2200, 7500]	[1103, 20965, 11537, 22388, 7660, 2500, 7500]	7.0	4.0
1280	Palo Alto, USA	[1280, 2500, 7500]	[1280, 7500]	2.0	3.0
1853	VIX, Vienna	[1853, 6939, 7500]	[1853, 1764, 3257, 7500]	4.0	3.0
1916	Sao Paulo, Brazil	[1916, 6939, 7500]	[1916, 27750, 11537, 22388, 7660, 2500, 7500]	7.0	3.0
5396	Milan, Italy	[5396, 6939, 7500]	[5396, 3257, 7500]	3.0	3.0
6667	Stockholm, Sweden	[6667, 3257, 7500]	[6667, 2497, 7500]	3.0	3.0
6679	Moscow, Russia	[6679, 6939, 7500]	[6679, 42861, 174, 3257, 7500]	5.0	3.0
6720	VIX, Vienna	[6720, 1853, 6939, 7500]	[6720, 8447, 3257, 7500]	4.0	4.0
6881	RIPE NCC, Amsterdam	[6881, 6939, 7500]	[6881, 3257, 7500]	3.0	3.0
7575	Palo Alto, USA	[7575, 24490, 20965, 2200, 7500]	[7575, 11537, 22388, 7660, 2500, 7500]	6.0	5.0
8447	VIX, Vienna	[8447, 6939, 7500]	[8447, 3257, 7500]	3.0	3.0
8596	VIX, Vienna	[8596, 6939, 7500]	[8596, 174, 3257, 7500]	4.0	3.0
8607	LINX, London	[8607, 6939, 7500]	[8607, 3257, 7500]	3.0	3.0
8758	RIPE NCC, Amsterdam	[8758, 6939, 7500]	[8758, 3356, 2516, 7500]	4.0	3.0
9002	Moscow, Russia	[9002, 6939, 7500]	[9002, 2497, 7500]	3.0	3.0
9189	Frankfurt, Germany	[9189, 6695, 6939, 7500]	[9189, 8422, 3320, 3257, 7500]	5.0	4.0
12637	Milan, Italy	[12637, 6939, 7500]	[12637, 3257, 7500]	3.0	3.0
12779	Milan, Italy	[12779, 6939, 7500]	[12779, 174, 3257, 7500]	4.0	3.0
12859	AMS-IX and NL-IX, Amsterdam	[12859, 6939, 7500]	[12859, 3257, 7500]	3.0	3.0
12989	AMS-IX and NL-IX, Amsterdam	[12989, 1280, 2500, 7500]	[12989, 2516, 7500]	3.0	4.0
13030	New York (NY), USA	[13030, 6939, 7500]	[13030, 2497, 7500]	3.0	3.0
13237	Frankfurt, Germany	[13237, 6939, 7500]	[13237, 3257, 7500]	3.0	3.0
14840	Sao Paulo, Brazil	[14840, 18881, 3549, 3257, 7500]	[14840, 26615, 6762, 7500]	4.0	5.0
15435	AMS-IX and NL-IX, Amsterdam	[15435, 6939, 7500]	[15435, 3257, 7500]	3.0	3.0
15469	RIPE NCC, Amsterdam	[15469, 6939, 7500]	[15469, 3356, 2516, 7500]	4.0	3.0
15605	Milan, Italy	[15605, 6939, 7500]	[15605, 3257, 7500]	3.0	3.0
16735	Sao Paulo, Brazil	[16735, 6939, 7500]	[16735, 3549, 3257, 7500]	4.0	3.0
19151	Palo Alto, USA	[19151, 6939, 7500]	[19151, 2497, 7500]	3.0	3.0
22548	Sao Paulo, Brazil	[22548, 16735, 6939, 7500]	[22548, 3549, 3257, 7500]	4.0	4.0
22652	RIPE NCC, Amsterdam	[22652, 6939, 7500]	[22652, 3257, 7500]	3.0	3.0
25091	CIXP, Geneva	[25091, 30781, 7500]	[25091, 3356, 2516, 7500]	4.0	3.0
25152	Otemachi, Japan	[25152, 2500, 7500]	[25152, 2497, 7500]	3.0	3.0
25160	LINX, London	[25160, 6939, 7500]	[25160, 2914, 2516, 7500]	4.0	3.0
25220	Frankfurt, Germany	[25220, 6939, 7500]	[25220, 3257, 7500]	3.0	3.0
28289	Sao Paulo, Brazil	[28289, 53131, 16735, 6939, 7500]	[28289, 53131, 10429, 12956, 3257, 7500]	6.0	5.0
28917	Moscow, Russia	[28917, 6939, 7500]	[28917, 174, 3257, 7500]	4.0	3.0
29049	RIPE NCC, Amsterdam	[29049, 6939, 7500]	[29049, 20485, 2497, 7500]	4.0	3.0
29140	Frankfurt, Germany	[29140, 6939, 7500]	[29140, 3257, 7500]	3.0	3.0
29611	LINX, London	[29611, 6939, 7500]	[29611, 3356, 2516, 7500]	4.0	3.0
29636	LINX, London	[29636, 3257, 7500]	[29636, 2914, 2516, 7500]	4.0	3.0
29686	Frankfurt, Germany	[29686, 6939, 7500]	[29686, 3257, 7500]	3.0	3.0
31019	AMS-IX and NL-IX, Amsterdam	[31019, 6939, 7500]	[31019, 41887, 5580, 2497, 7500]	5.0	3.0
34288	Frankfurt, Germany	[34288, 6939, 7500]	[34288, 3257, 7500]	3.0	3.0
35369	VIX, Vienna	[35369, 6939, 7500]	[35369, 174, 3257, 7500]	4.0	3.0
37989	RIPE NCC, Amsterdam	[37989, 4844, 6939, 7500]	[37989, 4844, 2914, 7500]	4.0	4.0
48166	Frankfurt, Germany	[48166, 6939, 7500]	[48166, 12389, 2516, 7500]	4.0	3.0
49605	Milan, Italy	[49605, 6939, 7500]	[49605, 9026, 5602, 174, 3257, 7500]	6.0	3.0
50300	RIPE NCC, Amsterdam	[50300, 6939, 7500]	[50300, 2914, 2516, 7500]	4.0	3.0
50763	AMS-IX and NL-IX, Amsterdam	[50763, 6939, 7500]	[50763, 8943, 2914, 2516, 7500]	5.0	3.0
51185	Milan, Italy	[51185, 6939, 7500]	[51185, 8220, 3257, 7500]	4.0	3.0
56730	LINX, London	[56730, 6939, 7500]	[56730, 31463, 6762, 3257, 7500]	5.0	3.0
57821	RIPE NCC, Amsterdam	[57821, 6939, 7500]	[57821, 48039, 29404, 3356, 2516, 7500]	6.0	3.0
