	collector	path6	path4	len4	len6
286	VIX, Vienna	[286, 6762, 8674, 29216]	[286, 1257, 8674, 29216]	4.0	4.0
1103	AMS-IX and NL-IX, Amsterdam	[1103, 20965, 2603, 8674, 29216]	[1103, 20965, 2611, 8674, 29216]	5.0	5.0
1836	RIPE NCC, Amsterdam	[1836, 2603, 8674, 29216]	[1836, 8674, 29216]	3.0	4.0
1853	VIX, Vienna	[1853, 1257, 8674, 29216]	[1853, 8674, 29216]	3.0	4.0
6667	Stockholm, Sweden	[6667, 6939, 8674, 29216]	[6667, 8674, 29216]	3.0	4.0
6881	RIPE NCC, Amsterdam	[6881, 15685, 29208, 8674, 29216]	[6881, 3257, 4651, 9931, 8674, 29216]	6.0	5.0
8426	New York (NY), USA	[8426, 1257, 8674, 29216]	[8426, 8928, 34984, 8517, 8674, 29216]	6.0	4.0
8447	VIX, Vienna	[8447, 1257, 8674, 29216]	[8447, 8674, 29216]	3.0	4.0
8758	RIPE NCC, Amsterdam	[8758, 6939, 8674, 29216]	[8758, 3356, 2611, 8674, 29216]	5.0	4.0
13030	New York (NY), USA	[13030, 2914, 8674, 29216]	[13030, 8674, 29216]	3.0	4.0
14840	Sao Paulo, Brazil	[14840, 6939, 8674, 29216]	[14840, 8674, 29216]	3.0	4.0
16735	Sao Paulo, Brazil	[16735, 6939, 8674, 29216]	[16735, 8674, 29216]	3.0	4.0
28138	Sao Paulo, Brazil	[28138, 16735, 6939, 8674, 29216]	[28138, 16735, 8674, 29216]	4.0	5.0
