	collector	path6	path4	len4	len6
1103	AMS-IX and NL-IX, Amsterdam	[1103, 2603, 224, 8674, 29216]	[1103, 20965, 2603, 8674, 29216]	5.0	5.0
1299	LINX, London	[1299, 2603, 224, 8674, 29216]	[1299, 2603, 8674, 29216]	4.0	5.0
1916	Sao Paulo, Brazil	[1916, 6939, 8674, 29216]	[1916, 8674, 29216]	3.0	4.0
3257	Frankfurt, Germany	[3257, 2497, 8674, 29216]	[3257, 2611, 8674, 29216]	4.0	4.0
6667	Stockholm, Sweden	[6667, 6939, 8674, 29216]	[6667, 8674, 29216]	3.0	4.0
6881	RIPE NCC, Amsterdam	[6881, 6939, 8674, 29216]	[6881, 3257, 2611, 8674, 29216]	5.0	4.0
7575	Palo Alto, USA	[7575, 2603, 224, 8674, 29216]	[7575, 11537, 22335, 8674, 29216]	5.0	5.0
8447	VIX, Vienna	[8447, 6939, 8674, 29216]	[8447, 8674, 29216]	3.0	4.0
13030	New York (NY), USA	[13030, 2497, 8674, 29216]	[13030, 8674, 29216]	3.0	4.0
14840	Sao Paulo, Brazil	[14840, 18881, 3549, 6762, 8674, 29216]	[14840, 8674, 29216]	3.0	6.0
15435	AMS-IX and NL-IX, Amsterdam	[15435, 2603, 224, 8674, 29216]	[15435, 8674, 29216]	3.0	5.0
22652	RIPE NCC, Amsterdam	[22652, 6939, 8674, 29216]	[22652, 3257, 2611, 8674, 29216]	5.0	4.0
29608	RIPE NCC, Amsterdam	[29608, 6939, 8674, 29216]	[29608, 2611, 8674, 29216]	4.0	4.0
29636	LINX, London	[29636, 6939, 8674, 29216]	[29636, 2603, 8674, 29216]	4.0	4.0
